Fecha y Hora;LIT-4019 - Nivel flash S-401
2025-05-07 17:22:06;61.88
2025-05-07 17:22:05;70.38
2025-05-07 17:22:04;78.88
2025-05-07 17:22:03;87.38
2025-05-07 17:22:02;95.88
2025-05-07 17:22:01;95.60
2025-05-07 17:22:00;87.10
2025-05-07 17:21:59;78.60
2025-05-07 17:21:58;70.10
2025-05-07 17:21:57;61.60
2025-05-07 17:21:56;53.10
2025-05-07 17:21:55;44.60
2025-05-07 17:21:54;36.10
2025-05-07 17:21:53;27.60
2025-05-07 17:21:52;19.10
2025-05-07 17:21:51;10.60
2025-05-07 17:21:50;2.10
2025-05-07 17:21:49;6.40
2025-05-07 17:21:48;14.90
2025-05-07 17:21:47;23.40
2025-05-07 17:21:46;31.90
2025-05-07 17:21:45;40.40
2025-05-07 17:21:44;48.90
2025-05-07 17:21:43;57.40
2025-05-07 17:21:42;65.90
2025-05-07 17:21:41;74.40
2025-05-07 17:21:40;82.90
2025-05-07 17:21:39;91.40
2025-05-07 17:21:38;99.90
2025-05-07 17:21:37;91.58
2025-05-07 17:21:36;83.08
2025-05-07 17:21:35;74.58
2025-05-07 17:21:34;66.08
2025-05-07 17:21:33;57.58
2025-05-07 17:21:32;49.08
2025-05-07 17:21:31;40.58
2025-05-07 17:21:30;32.08
2025-05-07 17:21:29;23.58
2025-05-07 17:21:28;15.08
2025-05-07 17:21:27;6.58
2025-05-07 17:21:26;1.92
2025-05-07 17:21:25;10.42
2025-05-07 17:21:24;18.92
2025-05-07 17:21:23;27.42
2025-05-07 17:21:22;35.92
2025-05-07 17:21:21;44.42
2025-05-07 17:21:20;52.92
2025-05-07 17:21:19;61.42
2025-05-07 17:21:18;69.92
2025-05-07 17:21:17;78.42
2025-05-07 17:21:16;86.92
2025-05-07 17:21:15;95.42
2025-05-07 17:21:14;96.06
2025-05-07 17:21:13;87.56
2025-05-07 17:21:12;79.06
2025-05-07 17:21:11;70.56
2025-05-07 17:21:10;62.06
2025-05-07 17:21:09;53.56
2025-05-07 17:21:08;45.06
2025-05-07 17:21:07;36.56
2025-05-07 17:21:06;28.06
2025-05-07 17:21:05;19.56
2025-05-07 17:21:04;11.06
2025-05-07 17:21:03;2.56
2025-05-07 17:21:02;5.94
2025-05-07 17:21:01;14.44
2025-05-07 17:21:00;22.94
2025-05-07 17:20:59;31.44
2025-05-07 17:20:58;39.94
2025-05-07 17:20:57;48.44
2025-05-07 17:20:56;56.94
2025-05-07 17:20:55;65.44
2025-05-07 17:20:54;73.94
2025-05-07 17:20:53;82.44
2025-05-07 17:20:52;90.94
2025-05-07 17:20:51;99.44
2025-05-07 17:20:50;92.04
2025-05-07 17:20:49;83.54
2025-05-07 17:20:48;75.04
2025-05-07 17:20:47;66.54
2025-05-07 17:20:46;58.04
2025-05-07 17:20:45;49.54
2025-05-07 17:20:44;41.04
2025-05-07 17:20:43;32.54
2025-05-07 17:20:42;24.04
2025-05-07 17:20:41;15.54
2025-05-07 17:20:40;7.04
2025-05-07 17:20:39;1.46
2025-05-07 17:20:38;9.96
2025-05-07 17:20:37;18.46
2025-05-07 17:20:36;26.96
2025-05-07 17:20:35;35.46
2025-05-07 17:20:34;43.96
2025-05-07 17:20:33;52.46
2025-05-07 17:20:32;60.96
2025-05-07 17:20:31;69.46
2025-05-07 17:20:30;77.96
2025-05-07 17:20:29;86.46
2025-05-07 17:20:28;94.96
2025-05-07 17:20:27;96.52
2025-05-07 17:20:26;88.02
2025-05-07 17:20:25;79.52
2025-05-07 17:20:24;71.02
2025-05-07 17:20:23;62.52
2025-05-07 17:20:22;54.02
2025-05-07 17:20:21;45.52
2025-05-07 17:20:20;37.02
2025-05-07 17:20:19;28.52
2025-05-07 17:20:18;20.02
2025-05-07 17:20:17;11.52
2025-05-07 17:20:16;3.02
2025-05-07 17:20:15;5.48
2025-05-07 17:20:14;13.98
2025-05-07 17:20:13;22.48
2025-05-07 17:20:12;30.98
2025-05-07 17:20:11;39.48
2025-05-07 17:20:10;47.98
2025-05-07 17:20:09;56.48
2025-05-07 17:20:08;64.98
2025-05-07 17:20:07;73.48
2025-05-07 17:20:06;81.98
2025-05-07 17:20:05;90.48
2025-05-07 17:20:04;98.98
2025-05-07 17:20:03;92.50
2025-05-07 17:20:02;84.00
2025-05-07 17:20:01;75.50
2025-05-07 17:20:00;67.00
2025-05-07 17:19:59;58.50
2025-05-07 17:19:58;50.00
2025-05-07 17:19:57;41.50
2025-05-07 17:19:56;33.00
2025-05-07 17:19:55;24.50
2025-05-07 17:19:54;16.00
2025-05-07 17:19:53;7.50
2025-05-07 17:19:52;1.00
2025-05-07 17:19:51;9.50
2025-05-07 17:19:50;18.00
2025-05-07 17:19:49;26.50
2025-05-07 17:19:48;35.00
2025-05-07 17:19:47;43.50
2025-05-07 17:19:46;52.00
2025-05-07 17:19:45;60.50
2025-05-07 17:19:44;69.00
2025-05-07 17:19:43;77.50
2025-05-07 17:19:42;86.00
2025-05-07 17:19:41;94.50
2025-05-07 17:19:40;96.98
2025-05-07 17:19:39;88.48
2025-05-07 17:19:38;79.98
2025-05-07 17:19:37;71.48
2025-05-07 17:19:36;62.98
2025-05-07 17:19:35;54.48
2025-05-07 17:19:34;45.98
2025-05-07 17:19:33;37.48
2025-05-07 17:19:32;28.98
2025-05-07 17:19:31;20.48
2025-05-07 17:19:30;11.98
2025-05-07 17:19:29;3.48
2025-05-07 17:19:28;5.02
2025-05-07 17:19:27;13.52
2025-05-07 17:19:26;22.02
2025-05-07 17:19:25;30.52
2025-05-07 17:19:24;39.02
2025-05-07 17:19:23;47.52
2025-05-07 17:19:22;56.02
2025-05-07 17:19:21;64.52
2025-05-07 17:19:20;73.02
2025-05-07 17:19:19;81.52
2025-05-07 17:19:18;90.02
2025-05-07 17:19:17;98.52
2025-05-07 17:19:16;92.96
2025-05-07 17:19:15;84.46
2025-05-07 17:19:14;75.96
2025-05-07 17:19:13;67.46
2025-05-07 17:19:12;58.96
2025-05-07 17:19:11;50.46
2025-05-07 17:19:10;41.96
2025-05-07 17:19:09;33.46
2025-05-07 17:19:08;24.96
2025-05-07 17:19:07;16.46
2025-05-07 17:19:06;7.96
2025-05-07 17:19:05;0.54
2025-05-07 17:19:04;9.04
2025-05-07 17:19:03;17.54
2025-05-07 17:19:02;26.04
2025-05-07 17:19:01;34.54
2025-05-07 17:19:00;43.04
2025-05-07 17:18:59;51.54
2025-05-07 17:18:58;60.04
2025-05-07 17:18:57;68.54
2025-05-07 17:18:56;77.04
2025-05-07 17:18:55;85.54
2025-05-07 17:18:54;94.04
2025-05-07 17:18:53;97.44
2025-05-07 17:18:52;88.94
2025-05-07 17:18:51;80.44
2025-05-07 17:18:50;71.94
2025-05-07 17:18:49;63.44
2025-05-07 17:18:48;54.94
2025-05-07 17:18:47;46.44
2025-05-07 17:18:46;37.94
2025-05-07 17:18:45;29.44
2025-05-07 17:18:44;20.94
2025-05-07 17:18:43;12.44
2025-05-07 17:18:42;3.94
2025-05-07 17:18:41;4.56
2025-05-07 17:18:40;13.06
2025-05-07 17:18:39;21.56
2025-05-07 17:18:38;30.06
2025-05-07 17:18:37;38.56
2025-05-07 17:18:36;47.06
2025-05-07 17:18:35;55.56
2025-05-07 17:18:34;64.06
2025-05-07 17:18:33;72.56
2025-05-07 17:18:32;81.06
2025-05-07 17:18:31;89.56
2025-05-07 17:18:30;98.06
2025-05-07 17:18:29;93.42
2025-05-07 17:18:28;84.92
2025-05-07 17:18:27;76.42
2025-05-07 17:18:26;67.92
2025-05-07 17:18:25;59.42
2025-05-07 17:18:24;50.92
2025-05-07 17:18:23;42.42
2025-05-07 17:18:22;33.92
2025-05-07 17:18:21;25.42
2025-05-07 17:18:20;16.92
2025-05-07 17:18:19;8.42
2025-05-07 17:18:18;0.08
2025-05-07 17:18:17;8.58
2025-05-07 17:18:16;17.08
2025-05-07 17:18:15;25.58
2025-05-07 17:18:14;34.08
2025-05-07 17:18:13;42.58
2025-05-07 17:18:12;51.08
2025-05-07 17:18:11;59.58
2025-05-07 17:18:10;68.08
2025-05-07 17:18:09;76.58
2025-05-07 17:18:08;85.08
2025-05-07 17:18:07;93.58
2025-05-07 17:18:06;97.90
2025-05-07 17:18:05;89.40
2025-05-07 17:18:04;80.90
2025-05-07 17:18:03;72.40
2025-05-07 17:18:02;63.90
2025-05-07 17:18:01;55.40
2025-05-07 17:18:00;46.90
2025-05-07 17:17:59;38.40
2025-05-07 17:17:58;29.90
2025-05-07 17:17:57;21.40
2025-05-07 17:17:56;12.90
2025-05-07 17:17:55;4.40
2025-05-07 17:17:54;4.10
2025-05-07 17:17:53;12.60
2025-05-07 17:17:52;21.10
2025-05-07 17:17:51;29.60
2025-05-07 17:17:50;38.10
2025-05-07 17:17:49;46.60
2025-05-07 17:17:48;55.10
2025-05-07 17:17:47;63.60
2025-05-07 17:17:46;72.10
2025-05-07 17:17:45;80.60
2025-05-07 17:17:44;89.10
2025-05-07 17:17:43;97.60
2025-05-07 17:17:42;93.88
2025-05-07 17:17:41;85.38
2025-05-07 17:17:40;76.88
2025-05-07 17:17:39;68.38
2025-05-07 17:17:38;59.88
2025-05-07 17:17:37;51.38
2025-05-07 17:17:36;42.88
2025-05-07 17:17:35;34.38
2025-05-07 17:17:34;25.88
2025-05-07 17:17:33;17.38
2025-05-07 17:17:32;8.88
2025-05-07 17:17:31;0.38
2025-05-07 17:17:30;8.12
2025-05-07 17:17:29;16.62
2025-05-07 17:17:28;25.12
2025-05-07 17:17:27;33.62
2025-05-07 17:17:26;42.12
2025-05-07 17:17:25;50.62
2025-05-07 17:17:24;59.12
2025-05-07 17:17:23;67.62
2025-05-07 17:17:22;76.12
2025-05-07 17:17:21;84.62
2025-05-07 17:17:20;93.12
2025-05-07 17:17:19;98.36
2025-05-07 17:17:18;89.86
2025-05-07 17:17:17;81.36
2025-05-07 17:17:16;72.86
2025-05-07 17:17:15;64.36
2025-05-07 17:17:14;55.86
2025-05-07 17:17:13;47.36
2025-05-07 17:17:12;38.86
2025-05-07 17:17:11;30.36
2025-05-07 17:17:10;21.86
2025-05-07 17:17:09;13.36
2025-05-07 17:17:08;4.86
2025-05-07 17:17:07;3.64
2025-05-07 17:17:06;12.14
2025-05-07 17:17:05;20.64
2025-05-07 17:17:04;29.14
2025-05-07 17:17:03;37.64
2025-05-07 17:17:02;46.14
2025-05-07 17:17:01;54.64
2025-05-07 17:17:00;63.14
2025-05-07 17:16:59;71.64
2025-05-07 17:16:58;80.14
2025-05-07 17:16:57;88.64
2025-05-07 17:16:56;97.14
2025-05-07 17:16:55;94.34
2025-05-07 17:16:54;85.84
2025-05-07 17:16:53;77.34
2025-05-07 17:16:52;68.84
2025-05-07 17:16:51;60.34
2025-05-07 17:16:50;51.84
2025-05-07 17:16:49;43.34
2025-05-07 17:16:48;34.84
2025-05-07 17:16:47;26.34
2025-05-07 17:16:46;17.84
2025-05-07 17:16:45;9.34
2025-05-07 17:16:44;0.84
2025-05-07 17:16:43;7.66
2025-05-07 17:16:42;16.16
2025-05-07 17:16:41;24.66
2025-05-07 17:16:40;33.16
2025-05-07 17:16:39;41.66
2025-05-07 17:16:38;50.16
2025-05-07 17:16:37;58.66
2025-05-07 17:16:36;67.16
2025-05-07 17:16:35;75.66
2025-05-07 17:16:34;84.16
2025-05-07 17:16:33;92.66
2025-05-07 17:16:32;98.82
2025-05-07 17:16:31;90.32
2025-05-07 17:16:30;81.82
2025-05-07 17:16:29;73.32
2025-05-07 17:16:28;64.82
2025-05-07 17:16:27;56.32
2025-05-07 17:16:26;47.82
2025-05-07 17:16:25;39.32
2025-05-07 17:16:24;30.82
2025-05-07 17:16:23;22.32
2025-05-07 17:16:22;13.82
2025-05-07 17:16:21;5.32
2025-05-07 17:16:20;3.18
2025-05-07 17:16:19;11.68
2025-05-07 17:16:18;20.18
2025-05-07 17:16:17;28.68
2025-05-07 17:16:16;37.18
2025-05-07 17:16:15;45.68
2025-05-07 17:16:14;54.18
2025-05-07 17:16:13;62.68
2025-05-07 17:16:12;71.18
2025-05-07 17:16:11;79.68
2025-05-07 17:16:10;88.18
2025-05-07 17:16:09;96.68
2025-05-07 17:16:08;94.80
2025-05-07 17:16:07;86.30
2025-05-07 17:16:06;77.80
2025-05-07 17:16:05;69.30
2025-05-07 17:16:04;60.80
2025-05-07 17:16:03;52.30
2025-05-07 17:16:02;43.80
2025-05-07 17:16:01;35.30
2025-05-07 17:16:00;26.80
2025-05-07 17:15:59;18.30
2025-05-07 17:15:58;9.80
2025-05-07 17:15:57;1.30
2025-05-07 17:15:56;7.20
2025-05-07 17:15:55;15.70
2025-05-07 17:15:54;24.20
2025-05-07 17:15:53;32.70
2025-05-07 17:15:52;41.20
2025-05-07 17:15:51;49.70
2025-05-07 17:15:50;58.20
2025-05-07 17:15:49;66.70
2025-05-07 17:15:48;75.20
2025-05-07 17:15:47;83.70
2025-05-07 17:15:46;92.20
2025-05-07 17:15:45;99.28
2025-05-07 17:15:44;90.78
2025-05-07 17:15:43;82.28
2025-05-07 17:15:42;73.78
2025-05-07 17:15:41;65.28
2025-05-07 17:15:40;56.78
2025-05-07 17:15:39;48.28
2025-05-07 17:15:38;39.78
2025-05-07 17:15:37;31.28
2025-05-07 17:15:36;22.78
2025-05-07 17:15:35;14.28
2025-05-07 17:15:34;5.78
2025-05-07 17:15:33;2.72
2025-05-07 17:15:32;11.22
2025-05-07 17:15:31;19.72
2025-05-07 17:15:30;28.22
2025-05-07 17:15:29;36.72
2025-05-07 17:15:28;45.22
2025-05-07 17:15:27;53.72
2025-05-07 17:15:26;62.22
2025-05-07 17:15:25;70.72
2025-05-07 17:15:24;79.22
2025-05-07 17:15:23;87.72
2025-05-07 17:15:22;96.22
2025-05-07 17:15:21;95.26
2025-05-07 17:15:20;86.76
2025-05-07 17:15:19;78.26
2025-05-07 17:15:18;69.76
2025-05-07 17:15:17;61.26
2025-05-07 17:15:16;52.76
2025-05-07 17:15:15;44.26
2025-05-07 17:15:14;35.76
2025-05-07 17:15:13;27.26
2025-05-07 17:15:12;18.76
2025-05-07 17:15:11;10.26
2025-05-07 17:15:10;1.76
2025-05-07 17:15:09;6.74
2025-05-07 17:15:08;15.24
2025-05-07 17:15:07;23.74
2025-05-07 17:15:06;32.24
2025-05-07 17:15:05;40.74
2025-05-07 17:15:04;49.24
2025-05-07 17:15:03;57.74
2025-05-07 17:15:02;66.24
2025-05-07 17:15:01;74.74
2025-05-07 17:15:00;83.24
2025-05-07 17:14:59;91.74
2025-05-07 17:14:58;99.74
2025-05-07 17:14:57;91.24
2025-05-07 17:14:56;82.74
2025-05-07 17:14:55;74.24
2025-05-07 17:14:54;65.74
2025-05-07 17:14:53;57.24
2025-05-07 17:14:52;48.74
2025-05-07 17:14:51;40.24
2025-05-07 17:14:50;31.74
2025-05-07 17:14:49;23.24
2025-05-07 17:14:48;14.74
2025-05-07 17:14:47;6.24
2025-05-07 17:14:46;2.26
2025-05-07 17:14:45;10.76
2025-05-07 17:14:44;19.26
2025-05-07 17:14:43;27.76
2025-05-07 17:14:42;36.26
2025-05-07 17:14:41;44.76
2025-05-07 17:14:40;53.26
2025-05-07 17:14:39;61.76
2025-05-07 17:14:38;70.26
2025-05-07 17:14:37;78.76
2025-05-07 17:14:36;87.26
2025-05-07 17:14:35;95.76
2025-05-07 17:14:34;95.72
2025-05-07 17:14:33;87.22
2025-05-07 17:14:32;78.72
2025-05-07 17:14:31;70.22
2025-05-07 17:14:30;61.72
2025-05-07 17:14:29;53.22
2025-05-07 17:14:28;44.72
2025-05-07 17:14:27;36.22
2025-05-07 17:14:26;27.72
2025-05-07 17:14:25;19.22
2025-05-07 17:14:24;10.72
2025-05-07 17:14:23;2.22
2025-05-07 17:14:22;6.28
2025-05-07 17:14:21;14.78
2025-05-07 17:14:20;23.28
2025-05-07 17:14:19;31.78
2025-05-07 17:14:18;40.28
2025-05-07 17:14:17;48.78
2025-05-07 17:14:16;57.28
2025-05-07 17:14:15;65.78
2025-05-07 17:14:14;74.28
2025-05-07 17:14:13;82.78
2025-05-07 17:14:12;91.28
2025-05-07 17:14:11;99.78
2025-05-07 17:14:10;91.70
2025-05-07 17:14:09;83.20
2025-05-07 17:14:08;74.70
2025-05-07 17:14:07;66.20
2025-05-07 17:14:06;57.70
2025-05-07 17:14:05;49.20
2025-05-07 17:14:04;40.70
2025-05-07 17:14:03;32.20
2025-05-07 17:14:02;23.70
2025-05-07 17:14:01;15.20
2025-05-07 17:14:00;6.70
2025-05-07 17:13:59;1.80
2025-05-07 17:13:58;10.30
2025-05-07 17:13:57;18.80
2025-05-07 17:13:56;27.30
2025-05-07 17:13:55;35.80
2025-05-07 17:13:54;44.30
2025-05-07 17:13:53;52.80
2025-05-07 17:13:52;61.30
2025-05-07 17:13:51;69.80
2025-05-07 17:13:50;78.30
2025-05-07 17:13:49;86.80
2025-05-07 17:13:48;95.30
2025-05-07 17:13:47;96.18
2025-05-07 17:13:46;87.68
2025-05-07 17:13:45;79.18
2025-05-07 17:13:44;70.68
2025-05-07 17:13:43;62.18
2025-05-07 17:13:42;53.68
2025-05-07 17:13:41;45.18
2025-05-07 17:13:40;36.68
2025-05-07 17:13:39;28.18
2025-05-07 17:13:38;19.68
2025-05-07 17:13:37;11.18
2025-05-07 17:13:36;2.68
2025-05-07 17:13:35;5.82
2025-05-07 17:13:34;14.32
2025-05-07 17:13:33;22.82
2025-05-07 17:13:32;31.32
2025-05-07 17:13:31;39.82
2025-05-07 17:13:30;48.32
2025-05-07 17:13:29;56.82
2025-05-07 17:13:28;65.32
2025-05-07 17:13:27;73.82
2025-05-07 17:13:26;82.32
2025-05-07 17:13:25;90.82
2025-05-07 17:13:24;99.32
2025-05-07 17:13:23;92.16
2025-05-07 17:13:22;83.66
2025-05-07 17:13:21;75.16
2025-05-07 17:13:20;66.66
2025-05-07 17:13:19;58.16
2025-05-07 17:13:18;49.66
2025-05-07 17:13:17;41.16
2025-05-07 17:13:16;32.66
2025-05-07 17:13:15;24.16
2025-05-07 17:13:14;15.66
2025-05-07 17:13:13;7.16
2025-05-07 17:13:12;1.34
2025-05-07 17:13:11;9.84
2025-05-07 17:13:10;18.34
2025-05-07 17:13:09;26.84
2025-05-07 17:13:08;35.34
2025-05-07 17:13:07;43.84
2025-05-07 17:13:06;52.34
2025-05-07 17:13:05;60.84
2025-05-07 17:13:04;69.34
2025-05-07 17:13:03;77.84
2025-05-07 17:13:02;86.34
2025-05-07 17:13:01;94.84
2025-05-07 17:13:00;96.64
2025-05-07 17:12:59;88.14
2025-05-07 17:12:58;79.64
2025-05-07 17:12:57;71.14
2025-05-07 17:12:56;62.64
2025-05-07 17:12:55;54.14
2025-05-07 17:12:54;45.64
2025-05-07 17:12:53;37.14
2025-05-07 17:12:52;28.64
2025-05-07 17:12:51;20.14
2025-05-07 17:12:50;11.64
2025-05-07 17:12:49;3.14
2025-05-07 17:12:48;5.36
2025-05-07 17:12:47;13.86
2025-05-07 17:12:46;22.36
2025-05-07 17:12:45;30.86
2025-05-07 17:12:44;39.36
2025-05-07 17:12:43;47.86
2025-05-07 17:12:42;56.36
2025-05-07 17:12:41;64.86
2025-05-07 17:12:40;73.36
2025-05-07 17:12:39;81.86
2025-05-07 17:12:38;90.36
2025-05-07 17:12:37;98.86
2025-05-07 17:12:36;92.62
2025-05-07 17:12:35;84.12
2025-05-07 17:12:34;75.62
2025-05-07 17:12:33;67.12
2025-05-07 17:12:32;58.62
2025-05-07 17:12:31;50.12
2025-05-07 17:12:30;41.62
2025-05-07 17:12:29;33.12
2025-05-07 17:12:28;24.62
2025-05-07 17:12:27;16.12
2025-05-07 17:12:26;7.62
2025-05-07 17:12:25;0.88
2025-05-07 17:12:24;9.38
2025-05-07 17:12:23;17.88
2025-05-07 17:12:22;26.38
2025-05-07 17:12:21;34.88
2025-05-07 17:12:20;43.38
2025-05-07 17:12:19;51.88
2025-05-07 17:12:18;60.38
2025-05-07 17:12:17;68.88
2025-05-07 17:12:16;77.38
2025-05-07 17:12:15;85.88
2025-05-07 17:12:14;94.38
2025-05-07 17:12:13;97.10
2025-05-07 17:12:12;88.60
2025-05-07 17:12:11;80.10
2025-05-07 17:12:10;71.60
2025-05-07 17:12:09;63.10
2025-05-07 17:12:08;54.60
2025-05-07 17:12:07;46.10
2025-05-07 17:12:06;37.60
2025-05-07 17:12:05;29.10
2025-05-07 17:12:04;20.60
2025-05-07 17:12:03;12.10
2025-05-07 17:12:02;3.60
2025-05-07 17:12:01;4.90
2025-05-07 17:12:00;13.40
2025-05-07 17:11:59;21.90
2025-05-07 17:11:58;30.40
2025-05-07 17:11:57;38.90
2025-05-07 17:11:56;47.40
2025-05-07 17:11:55;55.90
2025-05-07 17:11:54;64.40
2025-05-07 17:11:53;72.90
2025-05-07 17:11:52;81.40
2025-05-07 17:11:51;89.90
2025-05-07 17:11:50;98.40
2025-05-07 17:11:49;93.08
2025-05-07 17:11:48;84.58
2025-05-07 17:11:47;76.08
2025-05-07 17:11:46;67.58
2025-05-07 17:11:45;59.08
2025-05-07 17:11:44;50.58
2025-05-07 17:11:43;42.08
2025-05-07 17:11:42;33.58
2025-05-07 17:11:41;25.08
2025-05-07 17:11:40;16.58
2025-05-07 17:11:39;8.08
2025-05-07 17:11:38;0.42
2025-05-07 17:11:37;8.92
2025-05-07 17:11:36;17.42
2025-05-07 17:11:35;25.92
2025-05-07 17:11:34;34.42
2025-05-07 17:11:33;42.92
2025-05-07 17:11:32;51.42
2025-05-07 17:11:31;59.92
2025-05-07 17:11:30;68.42
2025-05-07 17:11:29;76.92
2025-05-07 17:11:28;85.42
2025-05-07 17:11:27;93.92
2025-05-07 17:11:26;97.56
2025-05-07 17:11:25;89.06
2025-05-07 17:11:24;80.56
2025-05-07 17:11:23;72.06
2025-05-07 17:11:22;63.56
2025-05-07 17:11:21;55.06
2025-05-07 17:11:20;46.56
2025-05-07 17:11:19;38.06
2025-05-07 17:11:18;29.56
2025-05-07 17:11:17;21.06
2025-05-07 17:11:16;12.56
2025-05-07 17:11:15;4.06
2025-05-07 17:11:14;4.44
2025-05-07 17:11:13;12.94
2025-05-07 17:11:12;21.44
2025-05-07 17:11:11;29.94
2025-05-07 17:11:10;38.44
2025-05-07 17:11:09;46.94
2025-05-07 17:11:08;55.44
2025-05-07 17:11:07;63.94
2025-05-07 17:11:06;72.44
2025-05-07 17:11:05;80.94
2025-05-07 17:11:04;89.44
2025-05-07 17:11:03;97.94
2025-05-07 17:11:02;93.54
2025-05-07 17:11:01;85.04
2025-05-07 17:11:00;76.54
2025-05-07 17:10:59;68.04
2025-05-07 17:10:58;59.54
2025-05-07 17:10:57;51.04
2025-05-07 17:10:56;42.54
2025-05-07 17:10:55;34.04
2025-05-07 17:10:54;25.54
2025-05-07 17:10:53;17.04
2025-05-07 17:10:52;8.54
2025-05-07 17:10:51;0.04
2025-05-07 17:10:50;8.46
2025-05-07 17:10:49;16.96
2025-05-07 17:10:48;25.46
2025-05-07 17:10:47;33.96
2025-05-07 17:10:46;42.46
2025-05-07 17:10:45;50.96
2025-05-07 17:10:44;59.46
2025-05-07 17:10:43;67.96
2025-05-07 17:10:42;76.46
2025-05-07 17:10:41;84.96
2025-05-07 17:10:40;93.46
2025-05-07 17:10:39;98.02
2025-05-07 17:10:38;89.52
2025-05-07 17:10:37;81.02
2025-05-07 17:10:36;72.52
2025-05-07 17:10:35;64.02
2025-05-07 17:10:34;55.52
2025-05-07 17:10:33;47.02
2025-05-07 17:10:32;38.52
2025-05-07 17:10:31;30.02
2025-05-07 17:10:30;21.52
2025-05-07 17:10:29;13.02
2025-05-07 17:10:28;4.52
2025-05-07 17:10:27;3.98
2025-05-07 17:10:26;12.48
2025-05-07 17:10:25;20.98
2025-05-07 17:10:24;29.48
2025-05-07 17:10:23;37.98
2025-05-07 17:10:22;46.48
2025-05-07 17:10:21;54.98
2025-05-07 17:10:20;63.48
2025-05-07 17:10:19;71.98
2025-05-07 17:10:18;80.48
2025-05-07 17:10:17;88.98
2025-05-07 17:10:16;97.48
2025-05-07 17:10:15;94.00
2025-05-07 17:10:14;85.50
2025-05-07 17:10:13;77.00
2025-05-07 17:10:12;68.50
2025-05-07 17:10:11;60.00
2025-05-07 17:10:10;51.50
2025-05-07 17:10:09;43.00
2025-05-07 17:10:08;34.50
2025-05-07 17:10:07;26.00
2025-05-07 17:10:06;17.50
2025-05-07 17:10:05;9.00
2025-05-07 17:10:04;0.50
2025-05-07 17:10:03;8.00
2025-05-07 17:10:02;16.50
2025-05-07 17:10:01;25.00
2025-05-07 17:10:00;33.50
2025-05-07 17:09:59;42.00
2025-05-07 17:09:58;50.50
2025-05-07 17:09:57;59.00
2025-05-07 17:09:56;67.50
2025-05-07 17:09:55;76.00
2025-05-07 17:09:54;84.50
2025-05-07 17:09:53;93.00
2025-05-07 17:09:52;98.48
2025-05-07 17:09:51;89.98
2025-05-07 17:09:50;81.48
2025-05-07 17:09:49;72.98
2025-05-07 17:09:48;64.48
2025-05-07 17:09:47;55.98
2025-05-07 17:09:46;47.48
2025-05-07 17:09:45;38.98
2025-05-07 17:09:44;30.48
2025-05-07 17:09:43;21.98
2025-05-07 17:09:42;13.48
2025-05-07 17:09:41;4.98
2025-05-07 17:09:40;3.52
2025-05-07 17:09:39;12.02
2025-05-07 17:09:38;20.52
2025-05-07 17:09:37;29.02
2025-05-07 17:09:36;37.52
2025-05-07 17:09:35;46.02
2025-05-07 17:09:34;54.52
2025-05-07 17:09:33;63.02
2025-05-07 17:09:32;71.52
2025-05-07 17:09:31;80.02
2025-05-07 17:09:30;88.52
2025-05-07 17:09:29;97.02
2025-05-07 17:09:28;94.46
2025-05-07 17:09:27;85.96
2025-05-07 17:09:26;77.46
2025-05-07 17:09:25;68.96
2025-05-07 17:09:24;60.46
2025-05-07 17:09:23;51.96
2025-05-07 17:09:22;43.46
2025-05-07 17:09:21;34.96
2025-05-07 17:09:20;26.46
2025-05-07 17:09:19;17.96
2025-05-07 17:09:18;9.46
2025-05-07 17:09:17;0.96
2025-05-07 17:09:16;7.54
2025-05-07 17:09:15;16.04
2025-05-07 17:09:14;24.54
2025-05-07 17:09:13;33.04
2025-05-07 17:09:12;41.54
2025-05-07 17:09:11;50.04
2025-05-07 17:09:10;58.54
2025-05-07 17:09:09;67.04
2025-05-07 17:09:08;75.54
2025-05-07 17:09:07;84.04
2025-05-07 17:09:06;92.54
2025-05-07 17:09:05;98.94
2025-05-07 17:09:04;90.44
2025-05-07 17:09:03;81.94
2025-05-07 17:09:02;73.44
2025-05-07 17:09:01;64.94
2025-05-07 17:09:00;56.44
2025-05-07 17:08:59;47.94
2025-05-07 17:08:58;39.44
2025-05-07 17:08:57;30.94
2025-05-07 17:08:56;22.44
2025-05-07 17:08:55;13.94
2025-05-07 17:08:54;5.44
2025-05-07 17:08:53;3.06
2025-05-07 17:08:52;11.56
2025-05-07 17:08:51;20.06
2025-05-07 17:08:50;28.56
2025-05-07 17:08:49;37.06
2025-05-07 17:08:48;45.56
2025-05-07 17:08:47;54.06
2025-05-07 17:08:46;62.56
2025-05-07 17:08:45;71.06
2025-05-07 17:08:44;79.56
2025-05-07 17:08:43;88.06
2025-05-07 17:08:42;96.56
2025-05-07 17:08:41;94.92
2025-05-07 17:08:40;86.42
2025-05-07 17:08:39;77.92
2025-05-07 17:08:38;69.42
2025-05-07 17:08:37;60.92
2025-05-07 17:08:36;52.42
2025-05-07 17:08:35;43.92
2025-05-07 17:08:34;35.42
2025-05-07 17:08:33;26.92
2025-05-07 17:08:32;18.42
2025-05-07 17:08:31;9.92
2025-05-07 17:08:30;1.42
2025-05-07 17:08:29;7.08
2025-05-07 17:08:28;15.58
2025-05-07 17:08:27;24.08
2025-05-07 17:08:26;32.58
