Fecha y Hora;PIC-3023 - Presión entrada reactor R-303
2025-05-07 17:36:23;29.39
2025-05-07 17:36:22;20.89
2025-05-07 17:36:21;12.39
2025-05-07 17:36:20;3.89
2025-05-07 17:36:19;4.61
2025-05-07 17:36:18;13.11
2025-05-07 17:36:17;21.61
2025-05-07 17:36:16;30.11
2025-05-07 17:36:15;38.61
2025-05-07 17:36:14;47.11
2025-05-07 17:36:13;55.61
2025-05-07 17:36:12;64.11
2025-05-07 17:36:11;72.61
2025-05-07 17:36:10;81.11
2025-05-07 17:36:09;89.61
2025-05-07 17:36:08;98.11
2025-05-07 17:36:07;93.37
2025-05-07 17:36:06;84.87
2025-05-07 17:36:05;76.37
2025-05-07 17:36:04;67.87
2025-05-07 17:36:03;59.37
2025-05-07 17:36:02;50.87
2025-05-07 17:36:01;42.37
2025-05-07 17:36:00;33.87
2025-05-07 17:35:59;25.37
2025-05-07 17:35:58;16.87
2025-05-07 17:35:57;8.37
2025-05-07 17:35:56;0.13
2025-05-07 17:35:55;8.63
2025-05-07 17:35:54;17.13
2025-05-07 17:35:53;25.63
2025-05-07 17:35:52;34.13
2025-05-07 17:35:51;42.63
2025-05-07 17:35:50;51.13
2025-05-07 17:35:49;59.63
2025-05-07 17:35:48;68.13
2025-05-07 17:35:47;76.63
2025-05-07 17:35:46;85.13
2025-05-07 17:35:45;93.63
2025-05-07 17:35:44;97.85
2025-05-07 17:35:43;89.35
2025-05-07 17:35:42;80.85
2025-05-07 17:35:41;72.35
2025-05-07 17:35:40;63.85
2025-05-07 17:35:39;55.35
2025-05-07 17:35:38;46.85
2025-05-07 17:35:37;38.35
2025-05-07 17:35:36;29.85
2025-05-07 17:35:35;21.35
2025-05-07 17:35:34;12.85
2025-05-07 17:35:33;4.35
2025-05-07 17:35:32;4.15
2025-05-07 17:35:31;12.65
2025-05-07 17:35:30;21.15
2025-05-07 17:35:29;29.65
2025-05-07 17:35:28;38.15
2025-05-07 17:35:27;46.65
2025-05-07 17:35:26;55.15
2025-05-07 17:35:25;63.65
2025-05-07 17:35:24;72.15
2025-05-07 17:35:23;80.65
2025-05-07 17:35:22;89.15
2025-05-07 17:35:21;97.65
2025-05-07 17:35:20;93.83
2025-05-07 17:35:19;85.33
2025-05-07 17:35:18;76.83
2025-05-07 17:35:17;68.33
2025-05-07 17:35:16;59.83
2025-05-07 17:35:15;51.33
2025-05-07 17:35:14;42.83
2025-05-07 17:35:13;34.33
2025-05-07 17:35:12;25.83
2025-05-07 17:35:11;17.33
2025-05-07 17:35:10;8.83
2025-05-07 17:35:09;0.33
2025-05-07 17:35:08;8.17
2025-05-07 17:35:07;16.67
2025-05-07 17:35:06;25.17
2025-05-07 17:35:05;33.67
2025-05-07 17:35:04;42.17
2025-05-07 17:35:03;50.67
2025-05-07 17:35:02;59.17
2025-05-07 17:35:01;67.67
2025-05-07 17:35:00;76.17
2025-05-07 17:34:59;84.67
2025-05-07 17:34:58;93.17
2025-05-07 17:34:57;98.31
2025-05-07 17:34:56;89.81
2025-05-07 17:34:55;81.31
2025-05-07 17:34:54;72.81
2025-05-07 17:34:53;64.31
2025-05-07 17:34:52;55.81
2025-05-07 17:34:51;47.31
2025-05-07 17:34:50;38.81
2025-05-07 17:34:49;30.31
2025-05-07 17:34:48;21.81
2025-05-07 17:34:47;13.31
2025-05-07 17:34:46;4.81
2025-05-07 17:34:45;3.69
2025-05-07 17:34:44;12.19
2025-05-07 17:34:43;20.69
2025-05-07 17:34:42;29.19
2025-05-07 17:34:41;37.69
2025-05-07 17:34:40;46.19
2025-05-07 17:34:39;54.69
2025-05-07 17:34:38;63.19
2025-05-07 17:34:37;71.69
2025-05-07 17:34:36;80.19
2025-05-07 17:34:35;88.69
2025-05-07 17:34:34;97.19
2025-05-07 17:34:33;94.29
2025-05-07 17:34:32;85.79
2025-05-07 17:34:31;77.29
2025-05-07 17:34:30;68.79
2025-05-07 17:34:29;60.29
2025-05-07 17:34:28;51.79
2025-05-07 17:34:27;43.29
2025-05-07 17:34:26;34.79
2025-05-07 17:34:25;26.29
2025-05-07 17:34:24;17.79
2025-05-07 17:34:23;9.29
2025-05-07 17:34:22;0.79
2025-05-07 17:34:21;7.71
2025-05-07 17:34:20;16.21
2025-05-07 17:34:19;24.71
2025-05-07 17:34:18;33.21
2025-05-07 17:34:17;41.71
2025-05-07 17:34:16;50.21
2025-05-07 17:34:15;58.71
2025-05-07 17:34:14;67.21
2025-05-07 17:34:13;75.71
2025-05-07 17:34:12;84.21
2025-05-07 17:34:11;92.71
2025-05-07 17:34:10;98.77
2025-05-07 17:34:09;90.27
2025-05-07 17:34:08;81.77
2025-05-07 17:34:07;73.27
2025-05-07 17:34:06;64.77
2025-05-07 17:34:05;56.27
2025-05-07 17:34:04;47.77
2025-05-07 17:34:03;39.27
2025-05-07 17:34:02;30.77
2025-05-07 17:34:01;22.27
2025-05-07 17:34:00;13.77
2025-05-07 17:33:59;5.27
2025-05-07 17:33:58;3.23
2025-05-07 17:33:57;11.73
2025-05-07 17:33:56;20.23
2025-05-07 17:33:55;28.73
2025-05-07 17:33:54;37.23
2025-05-07 17:33:53;45.73
2025-05-07 17:33:52;54.23
2025-05-07 17:33:51;62.73
2025-05-07 17:33:50;71.23
2025-05-07 17:33:49;79.73
2025-05-07 17:33:48;88.23
2025-05-07 17:33:47;96.73
2025-05-07 17:33:46;94.75
2025-05-07 17:33:45;86.25
2025-05-07 17:33:44;77.75
2025-05-07 17:33:43;69.25
2025-05-07 17:33:42;60.75
2025-05-07 17:33:41;52.25
2025-05-07 17:33:40;43.75
2025-05-07 17:33:39;35.25
2025-05-07 17:33:38;26.75
2025-05-07 17:33:37;18.25
2025-05-07 17:33:36;9.75
2025-05-07 17:33:35;1.25
2025-05-07 17:33:34;7.25
2025-05-07 17:33:33;15.75
2025-05-07 17:33:32;24.25
2025-05-07 17:33:31;32.75
2025-05-07 17:33:30;41.25
2025-05-07 17:33:29;49.75
2025-05-07 17:33:28;58.25
2025-05-07 17:33:27;66.75
2025-05-07 17:33:26;75.25
2025-05-07 17:33:25;83.75
2025-05-07 17:33:24;92.25
2025-05-07 17:33:23;99.23
2025-05-07 17:33:22;90.73
2025-05-07 17:33:21;82.23
2025-05-07 17:33:20;73.73
2025-05-07 17:33:19;65.23
2025-05-07 17:33:18;56.73
2025-05-07 17:33:17;48.23
2025-05-07 17:33:16;39.73
2025-05-07 17:33:15;31.23
2025-05-07 17:33:14;22.73
2025-05-07 17:33:13;14.23
2025-05-07 17:33:12;5.73
2025-05-07 17:33:11;2.77
2025-05-07 17:33:10;11.27
2025-05-07 17:33:09;19.77
2025-05-07 17:33:08;28.27
2025-05-07 17:33:07;36.77
2025-05-07 17:33:06;45.27
2025-05-07 17:33:05;53.77
2025-05-07 17:33:04;62.27
2025-05-07 17:33:03;70.77
2025-05-07 17:33:02;79.27
2025-05-07 17:33:01;87.77
2025-05-07 17:33:00;96.27
2025-05-07 17:32:59;95.21
2025-05-07 17:32:58;86.71
2025-05-07 17:32:57;78.21
2025-05-07 17:32:56;69.71
2025-05-07 17:32:55;61.21
2025-05-07 17:32:54;52.71
2025-05-07 17:32:53;44.21
2025-05-07 17:32:52;35.71
2025-05-07 17:32:51;27.21
2025-05-07 17:32:50;18.71
2025-05-07 17:32:49;10.21
2025-05-07 17:32:48;1.71
2025-05-07 17:32:47;6.79
2025-05-07 17:32:46;15.29
2025-05-07 17:32:45;23.79
2025-05-07 17:32:44;32.29
2025-05-07 17:32:43;40.79
2025-05-07 17:32:42;49.29
2025-05-07 17:32:41;57.79
2025-05-07 17:32:40;66.29
2025-05-07 17:32:39;74.79
2025-05-07 17:32:38;83.29
2025-05-07 17:32:37;91.79
2025-05-07 17:32:36;99.69
2025-05-07 17:32:35;91.19
2025-05-07 17:32:34;82.69
2025-05-07 17:32:33;74.19
2025-05-07 17:32:32;65.69
2025-05-07 17:32:31;57.19
2025-05-07 17:32:30;48.69
2025-05-07 17:32:29;40.19
2025-05-07 17:32:28;31.69
2025-05-07 17:32:27;23.19
2025-05-07 17:32:26;14.69
2025-05-07 17:32:25;6.19
2025-05-07 17:32:24;2.31
2025-05-07 17:32:23;10.81
2025-05-07 17:32:22;19.31
2025-05-07 17:32:21;27.81
2025-05-07 17:32:20;36.31
2025-05-07 17:32:19;44.81
2025-05-07 17:32:18;53.31
2025-05-07 17:32:17;61.81
2025-05-07 17:32:16;70.31
2025-05-07 17:32:15;78.81
2025-05-07 17:32:14;87.31
2025-05-07 17:32:13;95.81
2025-05-07 17:32:12;95.67
2025-05-07 17:32:11;87.17
2025-05-07 17:32:10;78.67
2025-05-07 17:32:09;70.17
2025-05-07 17:32:08;61.67
2025-05-07 17:32:07;53.17
2025-05-07 17:32:06;44.67
2025-05-07 17:32:05;36.17
2025-05-07 17:32:04;27.67
2025-05-07 17:32:03;19.17
2025-05-07 17:32:02;10.67
2025-05-07 17:32:01;2.17
2025-05-07 17:32:00;6.33
2025-05-07 17:31:59;14.83
2025-05-07 17:31:58;23.33
2025-05-07 17:31:57;31.83
2025-05-07 17:31:56;40.33
2025-05-07 17:31:55;48.83
2025-05-07 17:31:54;57.33
2025-05-07 17:31:53;65.83
2025-05-07 17:31:52;74.33
2025-05-07 17:31:51;82.83
2025-05-07 17:31:50;91.33
2025-05-07 17:31:49;99.83
2025-05-07 17:31:48;91.65
2025-05-07 17:31:47;83.15
2025-05-07 17:31:46;74.65
2025-05-07 17:31:45;66.15
2025-05-07 17:31:44;57.65
2025-05-07 17:31:43;49.15
2025-05-07 17:31:42;40.65
2025-05-07 17:31:41;32.15
2025-05-07 17:31:40;23.65
2025-05-07 17:31:39;15.15
2025-05-07 17:31:38;6.65
2025-05-07 17:31:37;1.85
2025-05-07 17:31:36;10.35
2025-05-07 17:31:35;18.85
2025-05-07 17:31:34;27.35
2025-05-07 17:31:33;35.85
2025-05-07 17:31:32;44.35
2025-05-07 17:31:31;52.85
2025-05-07 17:31:30;61.35
2025-05-07 17:31:29;69.85
2025-05-07 17:31:28;78.35
2025-05-07 17:31:27;86.85
2025-05-07 17:31:26;95.35
2025-05-07 17:31:25;96.13
2025-05-07 17:31:24;87.63
2025-05-07 17:31:23;79.13
2025-05-07 17:31:22;70.63
2025-05-07 17:31:21;62.13
2025-05-07 17:31:20;53.63
2025-05-07 17:31:19;45.13
2025-05-07 17:31:18;36.63
2025-05-07 17:31:17;28.13
2025-05-07 17:31:16;19.63
2025-05-07 17:31:15;11.13
2025-05-07 17:31:14;2.63
2025-05-07 17:31:13;5.87
2025-05-07 17:31:12;14.37
2025-05-07 17:31:11;22.87
2025-05-07 17:31:10;31.37
2025-05-07 17:31:09;39.87
2025-05-07 17:31:08;48.37
2025-05-07 17:31:07;56.87
2025-05-07 17:31:06;65.37
2025-05-07 17:31:05;73.87
2025-05-07 17:31:04;82.37
2025-05-07 17:31:03;90.87
2025-05-07 17:31:02;99.37
2025-05-07 17:31:01;92.11
2025-05-07 17:31:00;83.61
2025-05-07 17:30:59;75.11
2025-05-07 17:30:58;66.61
2025-05-07 17:30:57;58.11
2025-05-07 17:30:56;49.61
2025-05-07 17:30:55;41.11
2025-05-07 17:30:54;32.61
2025-05-07 17:30:53;24.11
2025-05-07 17:30:52;15.61
2025-05-07 17:30:51;7.11
2025-05-07 17:30:50;1.39
2025-05-07 17:30:49;9.89
2025-05-07 17:30:48;18.39
2025-05-07 17:30:47;26.89
2025-05-07 17:30:46;35.39
2025-05-07 17:30:45;43.89
2025-05-07 17:30:44;52.39
2025-05-07 17:30:43;60.89
2025-05-07 17:30:42;69.39
2025-05-07 17:30:41;77.89
2025-05-07 17:30:40;86.39
2025-05-07 17:30:39;94.89
2025-05-07 17:30:38;96.59
2025-05-07 17:30:37;88.09
2025-05-07 17:30:36;79.59
2025-05-07 17:30:35;71.09
2025-05-07 17:30:34;62.59
2025-05-07 17:30:33;54.09
2025-05-07 17:30:32;45.59
2025-05-07 17:30:31;37.09
2025-05-07 17:30:30;28.59
2025-05-07 17:30:29;20.09
2025-05-07 17:30:28;11.59
2025-05-07 17:30:27;3.09
2025-05-07 17:30:26;5.41
2025-05-07 17:30:25;13.91
2025-05-07 17:30:24;22.41
2025-05-07 17:30:23;30.91
2025-05-07 17:30:22;39.41
2025-05-07 17:30:21;47.91
2025-05-07 17:30:20;56.41
2025-05-07 17:30:19;64.91
2025-05-07 17:30:18;73.41
2025-05-07 17:30:17;81.91
2025-05-07 17:30:16;90.41
2025-05-07 17:30:15;98.91
2025-05-07 17:30:14;92.57
2025-05-07 17:30:13;84.07
2025-05-07 17:30:12;75.57
2025-05-07 17:30:11;67.07
2025-05-07 17:30:10;58.57
2025-05-07 17:30:09;50.07
2025-05-07 17:30:08;41.57
2025-05-07 17:30:07;33.07
2025-05-07 17:30:06;24.57
2025-05-07 17:30:05;16.07
2025-05-07 17:30:04;7.57
2025-05-07 17:30:03;0.93
2025-05-07 17:30:02;9.43
2025-05-07 17:30:01;17.93
2025-05-07 17:30:00;26.43
2025-05-07 17:29:59;34.93
2025-05-07 17:29:58;43.43
2025-05-07 17:29:57;51.93
2025-05-07 17:29:56;60.43
2025-05-07 17:29:55;68.93
2025-05-07 17:29:54;77.43
2025-05-07 17:29:53;85.93
2025-05-07 17:29:52;94.43
2025-05-07 17:29:51;97.05
2025-05-07 17:29:50;88.55
2025-05-07 17:29:49;80.05
2025-05-07 17:29:48;71.55
2025-05-07 17:29:47;63.05
2025-05-07 17:29:46;54.55
2025-05-07 17:29:45;46.05
2025-05-07 17:29:44;37.55
2025-05-07 17:29:43;29.05
2025-05-07 17:29:42;20.55
2025-05-07 17:29:41;12.05
2025-05-07 17:29:40;3.55
2025-05-07 17:29:39;4.95
2025-05-07 17:29:38;13.45
2025-05-07 17:29:37;21.95
2025-05-07 17:29:36;30.45
2025-05-07 17:29:35;38.95
2025-05-07 17:29:34;47.45
2025-05-07 17:29:33;55.95
2025-05-07 17:29:32;64.45
2025-05-07 17:29:31;72.95
2025-05-07 17:29:30;81.45
2025-05-07 17:29:29;89.95
2025-05-07 17:29:28;98.45
2025-05-07 17:29:27;93.03
2025-05-07 17:29:26;84.53
2025-05-07 17:29:25;76.03
2025-05-07 17:29:24;67.53
2025-05-07 17:29:23;59.03
2025-05-07 17:29:22;50.53
2025-05-07 17:29:21;42.03
2025-05-07 17:29:20;33.53
2025-05-07 17:29:19;25.03
2025-05-07 17:29:18;16.53
2025-05-07 17:29:17;8.03
2025-05-07 17:29:16;0.47
2025-05-07 17:29:15;8.97
2025-05-07 17:29:14;17.47
2025-05-07 17:29:13;25.97
2025-05-07 17:29:12;34.47
2025-05-07 17:29:11;42.97
2025-05-07 17:29:10;51.47
2025-05-07 17:29:09;59.97
2025-05-07 17:29:08;68.47
2025-05-07 17:29:07;76.97
2025-05-07 17:29:06;85.47
2025-05-07 17:29:05;93.97
2025-05-07 17:29:04;97.51
2025-05-07 17:29:03;89.01
2025-05-07 17:29:02;80.51
2025-05-07 17:29:01;72.01
2025-05-07 17:29:00;63.51
2025-05-07 17:28:59;55.01
2025-05-07 17:28:58;46.51
2025-05-07 17:28:57;38.01
2025-05-07 17:28:56;29.51
2025-05-07 17:28:55;21.01
2025-05-07 17:28:54;12.51
2025-05-07 17:28:53;4.01
2025-05-07 17:28:52;4.49
2025-05-07 17:28:51;12.99
2025-05-07 17:28:50;21.49
2025-05-07 17:28:49;29.99
2025-05-07 17:28:48;38.49
2025-05-07 17:28:47;46.99
2025-05-07 17:28:46;55.49
2025-05-07 17:28:45;63.99
2025-05-07 17:28:44;72.49
2025-05-07 17:28:43;80.99
2025-05-07 17:28:42;89.49
2025-05-07 17:28:41;97.99
2025-05-07 17:28:40;93.49
2025-05-07 17:28:39;84.99
2025-05-07 17:28:38;76.49
2025-05-07 17:28:37;67.99
2025-05-07 17:28:36;59.49
2025-05-07 17:28:35;50.99
2025-05-07 17:28:34;42.49
2025-05-07 17:28:33;33.99
2025-05-07 17:28:32;25.49
2025-05-07 17:28:31;16.99
2025-05-07 17:28:30;8.49
2025-05-07 17:28:29;0.01
2025-05-07 17:28:28;8.51
2025-05-07 17:28:27;17.01
2025-05-07 17:28:26;25.51
2025-05-07 17:28:25;34.01
2025-05-07 17:28:24;42.51
2025-05-07 17:28:23;51.01
2025-05-07 17:28:22;59.51
2025-05-07 17:28:21;68.01
2025-05-07 17:28:20;76.51
2025-05-07 17:28:19;85.01
2025-05-07 17:28:18;93.51
2025-05-07 17:28:17;97.97
2025-05-07 17:28:16;89.47
2025-05-07 17:28:15;80.97
2025-05-07 17:28:14;72.47
2025-05-07 17:28:13;63.97
2025-05-07 17:28:12;55.47
2025-05-07 17:28:11;46.97
2025-05-07 17:28:10;38.47
2025-05-07 17:28:09;29.97
2025-05-07 17:28:08;21.47
2025-05-07 17:28:07;12.97
2025-05-07 17:28:06;4.47
2025-05-07 17:28:05;4.03
2025-05-07 17:28:04;12.53
2025-05-07 17:28:03;21.03
2025-05-07 17:28:02;29.53
2025-05-07 17:28:01;38.03
2025-05-07 17:28:00;46.53
2025-05-07 17:27:59;55.03
2025-05-07 17:27:58;63.53
2025-05-07 17:27:57;72.03
2025-05-07 17:27:56;80.53
2025-05-07 17:27:55;89.03
2025-05-07 17:27:54;97.53
2025-05-07 17:27:53;93.95
2025-05-07 17:27:52;85.45
2025-05-07 17:27:51;76.95
2025-05-07 17:27:50;68.45
2025-05-07 17:27:49;59.95
2025-05-07 17:27:48;51.45
2025-05-07 17:27:47;42.95
2025-05-07 17:27:46;34.45
2025-05-07 17:27:45;25.95
2025-05-07 17:27:44;17.45
2025-05-07 17:27:43;8.95
2025-05-07 17:27:42;0.45
2025-05-07 17:27:41;8.05
2025-05-07 17:27:40;16.55
2025-05-07 17:27:39;25.05
2025-05-07 17:27:38;33.55
2025-05-07 17:27:37;42.05
2025-05-07 17:27:36;50.55
2025-05-07 17:27:35;59.05
2025-05-07 17:27:34;67.55
2025-05-07 17:27:33;76.05
2025-05-07 17:27:32;84.55
2025-05-07 17:27:31;93.05
2025-05-07 17:27:30;98.43
2025-05-07 17:27:29;89.93
2025-05-07 17:27:28;81.43
2025-05-07 17:27:27;72.93
2025-05-07 17:27:26;64.43
2025-05-07 17:27:25;55.93
2025-05-07 17:27:24;47.43
2025-05-07 17:27:23;38.93
2025-05-07 17:27:22;30.43
2025-05-07 17:27:21;21.93
2025-05-07 17:27:20;13.43
2025-05-07 17:27:19;4.93
2025-05-07 17:27:18;3.57
2025-05-07 17:27:17;12.07
2025-05-07 17:27:16;20.57
2025-05-07 17:27:15;29.07
2025-05-07 17:27:14;37.57
2025-05-07 17:27:13;46.07
2025-05-07 17:27:12;54.57
2025-05-07 17:27:11;63.07
2025-05-07 17:27:10;71.57
2025-05-07 17:27:09;80.07
2025-05-07 17:27:08;88.57
2025-05-07 17:27:07;97.07
2025-05-07 17:27:06;94.41
2025-05-07 17:27:05;85.91
2025-05-07 17:27:04;77.41
2025-05-07 17:27:03;68.91
2025-05-07 17:27:02;60.41
2025-05-07 17:27:01;51.91
2025-05-07 17:27:00;43.41
2025-05-07 17:26:59;34.91
2025-05-07 17:26:58;26.41
2025-05-07 17:26:57;17.91
2025-05-07 17:26:56;9.41
2025-05-07 17:26:55;0.91
2025-05-07 17:26:54;7.59
2025-05-07 17:26:53;16.09
2025-05-07 17:26:52;24.59
2025-05-07 17:26:51;33.09
2025-05-07 17:26:50;41.59
2025-05-07 17:26:49;50.09
2025-05-07 17:26:48;58.59
2025-05-07 17:26:47;67.09
2025-05-07 17:26:46;75.59
2025-05-07 17:26:45;84.09
2025-05-07 17:26:44;92.59
2025-05-07 17:26:43;98.89
2025-05-07 17:26:42;90.39
2025-05-07 17:26:41;81.89
2025-05-07 17:26:40;73.39
2025-05-07 17:26:39;64.89
2025-05-07 17:26:38;56.39
2025-05-07 17:26:37;47.89
2025-05-07 17:26:36;39.39
2025-05-07 17:26:35;30.89
2025-05-07 17:26:34;22.39
2025-05-07 17:26:33;13.89
2025-05-07 17:26:32;5.39
2025-05-07 17:26:31;3.11
2025-05-07 17:26:30;11.61
2025-05-07 17:26:29;20.11
2025-05-07 17:26:28;28.61
2025-05-07 17:26:27;37.11
2025-05-07 17:26:26;45.61
2025-05-07 17:26:25;54.11
2025-05-07 17:26:24;62.61
2025-05-07 17:26:23;71.11
2025-05-07 17:26:22;79.61
2025-05-07 17:26:21;88.11
2025-05-07 17:26:20;96.61
2025-05-07 17:26:19;94.87
2025-05-07 17:26:18;86.37
2025-05-07 17:26:17;77.87
2025-05-07 17:26:16;69.37
2025-05-07 17:26:14;53.22
2025-05-07 17:26:13;42.17
2025-05-07 17:26:12;33.67
2025-05-07 17:26:11;25.17
2025-05-07 17:26:10;16.67
2025-05-07 17:26:09;8.17
2025-05-07 17:26:08;0.33
2025-05-07 17:26:07;8.83
2025-05-07 17:26:06;17.33
2025-05-07 17:26:05;25.83
2025-05-07 17:26:04;34.33
2025-05-07 17:26:03;42.83
2025-05-07 17:26:02;51.33
2025-05-07 17:26:01;59.83
2025-05-07 17:26:00;68.33
2025-05-07 17:25:59;76.83
2025-05-07 17:25:58;85.33
2025-05-07 17:25:57;93.83
2025-05-07 17:25:56;97.65
2025-05-07 17:25:55;89.15
2025-05-07 17:25:54;80.65
2025-05-07 17:25:53;72.15
2025-05-07 17:25:52;63.65
2025-05-07 17:25:51;55.15
2025-05-07 17:25:50;46.65
2025-05-07 17:25:49;38.15
2025-05-07 17:25:48;29.65
2025-05-07 17:25:47;21.15
2025-05-07 17:25:46;12.65
2025-05-07 17:25:45;4.15
2025-05-07 17:25:44;4.35
2025-05-07 17:25:43;12.85
2025-05-07 17:25:42;21.35
2025-05-07 17:25:41;29.85
2025-05-07 17:25:40;38.35
2025-05-07 17:25:39;46.85
2025-05-07 17:25:38;55.35
2025-05-07 17:25:37;63.85
2025-05-07 17:25:36;72.35
2025-05-07 17:25:35;80.85
2025-05-07 17:25:34;89.35
2025-05-07 17:25:33;97.85
2025-05-07 17:25:32;93.63
2025-05-07 17:25:31;85.13
2025-05-07 17:25:30;76.63
2025-05-07 17:25:29;68.13
2025-05-07 17:25:28;59.63
2025-05-07 17:25:27;51.13
2025-05-07 17:25:26;42.63
2025-05-07 17:25:25;34.13
2025-05-07 17:25:24;25.63
2025-05-07 17:25:23;17.13
2025-05-07 17:25:22;8.63
2025-05-07 17:25:21;0.13
2025-05-07 17:25:20;8.37
2025-05-07 17:25:19;16.87
2025-05-07 17:25:18;25.37
2025-05-07 17:25:17;33.87
2025-05-07 17:25:16;42.37
2025-05-07 17:25:15;50.87
2025-05-07 17:25:14;59.37
2025-05-07 17:25:13;67.87
2025-05-07 17:25:12;76.37
2025-05-07 17:25:11;84.87
2025-05-07 17:25:10;93.37
2025-05-07 17:25:09;98.11
2025-05-07 17:25:08;89.61
2025-05-07 17:25:07;81.11
2025-05-07 17:25:06;72.61
2025-05-07 17:25:05;64.11
2025-05-07 17:25:04;55.61
2025-05-07 17:25:03;47.11
2025-05-07 17:25:02;38.61
2025-05-07 17:25:01;30.11
2025-05-07 17:25:00;21.61
2025-05-07 17:24:59;13.11
2025-05-07 17:24:58;4.61
2025-05-07 17:24:57;3.89
2025-05-07 17:24:56;12.39
2025-05-07 17:24:55;20.89
2025-05-07 17:24:54;29.39
2025-05-07 17:24:53;37.89
2025-05-07 17:24:52;46.39
2025-05-07 17:24:51;54.89
2025-05-07 17:24:50;63.39
2025-05-07 17:24:49;71.89
2025-05-07 17:24:48;80.39
2025-05-07 17:24:47;88.89
2025-05-07 17:24:46;97.39
2025-05-07 17:24:45;94.09
2025-05-07 17:24:44;85.59
2025-05-07 17:24:43;77.09
2025-05-07 17:24:42;68.59
2025-05-07 17:24:41;60.09
2025-05-07 17:24:40;51.59
2025-05-07 17:24:39;43.09
2025-05-07 17:24:38;34.59
2025-05-07 17:24:37;26.09
2025-05-07 17:24:36;17.59
2025-05-07 17:24:35;9.09
2025-05-07 17:24:34;0.59
2025-05-07 17:24:33;7.91
2025-05-07 17:24:32;16.41
2025-05-07 17:24:31;24.91
2025-05-07 17:24:30;33.41
2025-05-07 17:24:29;41.91
2025-05-07 17:24:28;50.41
2025-05-07 17:24:27;58.91
2025-05-07 17:24:26;67.41
2025-05-07 17:24:25;75.91
2025-05-07 17:24:24;84.41
2025-05-07 17:24:23;92.91
2025-05-07 17:24:22;98.57
2025-05-07 17:24:21;90.07
2025-05-07 17:24:20;81.57
2025-05-07 17:24:19;73.07
2025-05-07 17:24:18;64.57
2025-05-07 17:24:17;56.07
2025-05-07 17:24:16;47.57
2025-05-07 17:24:15;39.07
2025-05-07 17:24:14;30.57
2025-05-07 17:24:13;22.07
2025-05-07 17:24:12;13.57
2025-05-07 17:24:11;5.07
2025-05-07 17:24:10;3.43
2025-05-07 17:24:09;11.93
2025-05-07 17:24:08;20.43
2025-05-07 17:24:07;28.93
2025-05-07 17:24:06;37.43
2025-05-07 17:24:05;45.93
2025-05-07 17:24:04;54.43
2025-05-07 17:24:03;62.93
2025-05-07 17:24:02;71.43
2025-05-07 17:24:01;79.93
2025-05-07 17:24:00;88.43
2025-05-07 17:23:59;96.93
2025-05-07 17:23:58;94.55
2025-05-07 17:23:57;86.05
2025-05-07 17:23:56;77.55
2025-05-07 17:23:55;69.05
2025-05-07 17:23:54;60.55
2025-05-07 17:23:53;52.05
2025-05-07 17:23:52;43.55
2025-05-07 17:23:51;35.05
2025-05-07 17:23:50;26.55
2025-05-07 17:23:49;18.05
2025-05-07 17:23:48;9.55
2025-05-07 17:23:47;1.05
2025-05-07 17:23:46;7.45
2025-05-07 17:23:45;15.95
2025-05-07 17:23:44;24.45
2025-05-07 17:23:43;32.95
2025-05-07 17:23:42;41.45
2025-05-07 17:23:41;49.95
2025-05-07 17:23:40;58.45
2025-05-07 17:23:39;66.95
2025-05-07 17:23:38;75.45
2025-05-07 17:23:37;83.95
2025-05-07 17:23:36;92.45
2025-05-07 17:23:35;99.03
2025-05-07 17:23:34;90.53
2025-05-07 17:23:33;82.03
2025-05-07 17:23:32;73.53
2025-05-07 17:23:31;65.03
2025-05-07 17:23:30;56.53
2025-05-07 17:23:29;48.03
2025-05-07 17:23:28;39.53
2025-05-07 17:23:27;31.03
2025-05-07 17:23:26;22.53
2025-05-07 17:23:25;14.03
2025-05-07 17:23:24;5.53
2025-05-07 17:23:23;2.97
2025-05-07 17:23:22;11.47
2025-05-07 17:23:21;19.97
2025-05-07 17:23:20;28.47
2025-05-07 17:23:19;36.97
2025-05-07 17:23:18;45.47
2025-05-07 17:23:17;53.97
2025-05-07 17:23:16;62.47
2025-05-07 17:23:15;70.97
2025-05-07 17:23:14;79.47
2025-05-07 17:23:13;87.97
2025-05-07 17:23:12;96.47
2025-05-07 17:23:11;95.01
2025-05-07 17:23:10;86.51
2025-05-07 17:23:09;78.01
2025-05-07 17:23:08;69.51
2025-05-07 17:23:07;61.01
2025-05-07 17:23:06;52.51
2025-05-07 17:23:05;44.01
2025-05-07 17:23:04;35.51
2025-05-07 17:23:03;27.01
2025-05-07 17:23:02;18.51
2025-05-07 17:23:01;10.01
2025-05-07 17:23:00;1.51
2025-05-07 17:22:59;6.99
2025-05-07 17:22:58;15.49
2025-05-07 17:22:57;23.99
2025-05-07 17:22:56;32.49
2025-05-07 17:22:55;40.99
2025-05-07 17:22:54;49.49
2025-05-07 17:22:53;57.99
2025-05-07 17:22:52;66.49
2025-05-07 17:22:51;74.99
2025-05-07 17:22:50;83.49
2025-05-07 17:22:49;91.99
2025-05-07 17:22:48;99.49
2025-05-07 17:22:47;90.99
2025-05-07 17:22:46;82.49
2025-05-07 17:22:45;73.99
2025-05-07 17:22:44;65.49
2025-05-07 17:22:43;56.99
2025-05-07 17:22:42;48.49
