Fecha y Hora;B-402A - Bomba A flash
2025-05-07 17:43:34;8851.00
2025-05-07 17:43:33;8001.00
2025-05-07 17:43:32;7151.00
2025-05-07 17:43:31;6301.00
2025-05-07 17:43:30;5451.00
2025-05-07 17:43:29;4601.00
2025-05-07 17:43:28;3751.00
2025-05-07 17:43:27;2901.00
2025-05-07 17:43:26;2051.00
2025-05-07 17:43:25;1201.00
2025-05-07 17:43:24;351.00
2025-05-07 17:43:23;499.00
2025-05-07 17:43:22;1349.00
2025-05-07 17:43:21;2199.00
2025-05-07 17:43:20;3049.00
2025-05-07 17:43:19;3899.00
2025-05-07 17:43:18;4749.00
2025-05-07 17:43:17;5599.00
2025-05-07 17:43:16;6449.00
2025-05-07 17:43:15;7299.00
2025-05-07 17:43:14;8149.00
2025-05-07 17:43:13;8999.00
2025-05-07 17:43:12;9849.00
2025-05-07 17:43:11;9299.00
2025-05-07 17:43:10;8449.00
2025-05-07 17:43:09;7599.00
2025-05-07 17:43:08;6749.00
2025-05-07 17:43:07;5899.00
2025-05-07 17:43:06;5049.00
2025-05-07 17:43:05;4199.00
2025-05-07 17:43:04;3349.00
2025-05-07 17:43:03;2499.00
2025-05-07 17:43:02;1649.00
2025-05-07 17:43:01;799.00
2025-05-07 17:43:00;51.00
2025-05-07 17:42:59;901.00
2025-05-07 17:42:58;1751.00
2025-05-07 17:42:57;2601.00
2025-05-07 17:42:56;3451.00
2025-05-07 17:42:55;4301.00
2025-05-07 17:42:54;5151.00
2025-05-07 17:42:53;6001.00
2025-05-07 17:42:52;6851.00
2025-05-07 17:42:51;7701.00
2025-05-07 17:42:50;8551.00
2025-05-07 17:42:49;9401.00
2025-05-07 17:42:48;9747.00
2025-05-07 17:42:47;8897.00
2025-05-07 17:42:46;8047.00
2025-05-07 17:42:45;7197.00
2025-05-07 17:42:44;6347.00
2025-05-07 17:42:43;5497.00
2025-05-07 17:42:42;4647.00
2025-05-07 17:42:41;3797.00
2025-05-07 17:42:40;2947.00
2025-05-07 17:42:39;2097.00
2025-05-07 17:42:38;1247.00
2025-05-07 17:42:37;397.00
2025-05-07 17:42:36;453.00
2025-05-07 17:42:35;1303.00
2025-05-07 17:42:34;2153.00
2025-05-07 17:42:33;3003.00
2025-05-07 17:42:32;3853.00
2025-05-07 17:42:31;4703.00
2025-05-07 17:42:30;5553.00
2025-05-07 17:42:29;6403.00
2025-05-07 17:42:28;7253.00
2025-05-07 17:42:27;8103.00
2025-05-07 17:42:26;8953.00
2025-05-07 17:42:25;9803.00
2025-05-07 17:42:24;9345.00
2025-05-07 17:42:23;8495.00
2025-05-07 17:42:22;7645.00
2025-05-07 17:42:21;6795.00
2025-05-07 17:42:20;5945.00
2025-05-07 17:42:19;5095.00
2025-05-07 17:42:18;4245.00
2025-05-07 17:42:17;3395.00
2025-05-07 17:42:16;2545.00
2025-05-07 17:42:15;1695.00
2025-05-07 17:42:14;845.00
2025-05-07 17:42:13;5.00
2025-05-07 17:42:12;855.00
2025-05-07 17:42:11;1705.00
2025-05-07 17:42:10;2555.00
2025-05-07 17:42:09;3405.00
2025-05-07 17:42:08;4255.00
2025-05-07 17:42:07;5105.00
2025-05-07 17:42:06;5955.00
2025-05-07 17:42:05;6805.00
2025-05-07 17:42:04;7655.00
2025-05-07 17:42:03;8505.00
2025-05-07 17:42:02;9355.00
2025-05-07 17:42:01;9793.00
2025-05-07 17:42:00;8943.00
2025-05-07 17:41:59;8093.00
2025-05-07 17:41:58;7243.00
2025-05-07 17:41:57;6393.00
2025-05-07 17:41:56;5543.00
2025-05-07 17:41:55;4693.00
2025-05-07 17:41:54;3843.00
2025-05-07 17:41:53;2993.00
2025-05-07 17:41:52;2143.00
2025-05-07 17:41:51;1293.00
2025-05-07 17:41:50;443.00
2025-05-07 17:41:49;407.00
2025-05-07 17:41:48;1257.00
2025-05-07 17:41:47;2107.00
2025-05-07 17:41:46;2957.00
2025-05-07 17:41:45;3807.00
2025-05-07 17:41:44;4657.00
2025-05-07 17:41:43;5507.00
2025-05-07 17:41:42;6357.00
2025-05-07 17:41:41;7207.00
2025-05-07 17:41:40;8057.00
2025-05-07 17:41:39;8907.00
2025-05-07 17:41:38;9757.00
2025-05-07 17:41:37;9391.00
2025-05-07 17:41:36;8541.00
2025-05-07 17:41:35;7691.00
2025-05-07 17:41:34;6841.00
2025-05-07 17:41:33;5991.00
2025-05-07 17:41:32;5141.00
2025-05-07 17:41:31;4291.00
2025-05-07 17:41:30;3441.00
2025-05-07 17:41:29;2591.00
2025-05-07 17:41:28;1741.00
2025-05-07 17:41:27;891.00
2025-05-07 17:41:26;41.00
2025-05-07 17:41:25;809.00
2025-05-07 17:41:24;1659.00
2025-05-07 17:41:23;2509.00
2025-05-07 17:41:22;3359.00
2025-05-07 17:41:21;4209.00
2025-05-07 17:41:20;5059.00
2025-05-07 17:41:19;5909.00
2025-05-07 17:41:18;6759.00
2025-05-07 17:41:17;7609.00
2025-05-07 17:41:16;8459.00
2025-05-07 17:41:15;9309.00
2025-05-07 17:41:14;9839.00
2025-05-07 17:41:13;8989.00
2025-05-07 17:41:12;8139.00
2025-05-07 17:41:11;7289.00
2025-05-07 17:41:10;6439.00
2025-05-07 17:41:09;5589.00
2025-05-07 17:41:08;4739.00
2025-05-07 17:41:07;3889.00
2025-05-07 17:41:06;3039.00
2025-05-07 17:41:05;2189.00
2025-05-07 17:41:04;1339.00
2025-05-07 17:41:03;489.00
2025-05-07 17:41:02;361.00
2025-05-07 17:41:01;1211.00
2025-05-07 17:41:00;2061.00
2025-05-07 17:40:59;2911.00
2025-05-07 17:40:58;3761.00
2025-05-07 17:40:57;4611.00
2025-05-07 17:40:56;5461.00
2025-05-07 17:40:55;6311.00
2025-05-07 17:40:54;7161.00
2025-05-07 17:40:53;8011.00
2025-05-07 17:40:52;8861.00
2025-05-07 17:40:51;9711.00
2025-05-07 17:40:50;9437.00
2025-05-07 17:40:49;8587.00
2025-05-07 17:40:48;7737.00
2025-05-07 17:40:47;6887.00
2025-05-07 17:40:46;6037.00
2025-05-07 17:40:45;5187.00
2025-05-07 17:40:44;4337.00
2025-05-07 17:40:43;3487.00
2025-05-07 17:40:42;2637.00
2025-05-07 17:40:41;1787.00
2025-05-07 17:40:40;937.00
2025-05-07 17:40:39;87.00
2025-05-07 17:40:38;763.00
2025-05-07 17:40:37;1613.00
2025-05-07 17:40:36;2463.00
2025-05-07 17:40:35;3313.00
2025-05-07 17:40:34;4163.00
2025-05-07 17:40:33;5013.00
2025-05-07 17:40:32;5863.00
2025-05-07 17:40:31;6713.00
2025-05-07 17:40:30;7563.00
2025-05-07 17:40:29;8413.00
2025-05-07 17:40:28;9263.00
2025-05-07 17:40:27;9885.00
2025-05-07 17:40:26;9035.00
2025-05-07 17:40:25;8185.00
2025-05-07 17:40:24;7335.00
2025-05-07 17:40:23;6485.00
2025-05-07 17:40:22;5635.00
2025-05-07 17:40:21;4785.00
2025-05-07 17:40:20;3935.00
2025-05-07 17:40:19;3085.00
2025-05-07 17:40:18;2235.00
2025-05-07 17:40:17;1385.00
2025-05-07 17:40:16;535.00
2025-05-07 17:40:15;315.00
2025-05-07 17:40:14;1165.00
2025-05-07 17:40:13;2015.00
2025-05-07 17:40:12;2865.00
2025-05-07 17:40:11;3715.00
2025-05-07 17:40:10;4565.00
2025-05-07 17:40:09;5415.00
2025-05-07 17:40:08;6265.00
2025-05-07 17:40:07;7115.00
2025-05-07 17:40:06;7965.00
2025-05-07 17:40:05;8815.00
2025-05-07 17:40:04;9665.00
2025-05-07 17:40:03;9483.00
2025-05-07 17:40:02;8633.00
2025-05-07 17:40:01;7783.00
2025-05-07 17:40:00;6933.00
2025-05-07 17:39:59;6083.00
2025-05-07 17:39:58;5233.00
2025-05-07 17:39:57;4383.00
2025-05-07 17:39:56;3533.00
2025-05-07 17:39:55;2683.00
2025-05-07 17:39:54;1833.00
2025-05-07 17:39:53;983.00
2025-05-07 17:39:52;133.00
2025-05-07 17:39:51;717.00
2025-05-07 17:39:50;1567.00
2025-05-07 17:39:49;2417.00
2025-05-07 17:39:48;3267.00
2025-05-07 17:39:47;4117.00
2025-05-07 17:39:46;4967.00
2025-05-07 17:39:45;5817.00
2025-05-07 17:39:44;6667.00
2025-05-07 17:39:43;7517.00
2025-05-07 17:39:42;8367.00
2025-05-07 17:39:41;9217.00
2025-05-07 17:39:40;9931.00
2025-05-07 17:39:39;9081.00
2025-05-07 17:39:38;8231.00
2025-05-07 17:39:37;7381.00
2025-05-07 17:39:36;6531.00
2025-05-07 17:39:35;5681.00
2025-05-07 17:39:34;4831.00
2025-05-07 17:39:33;3981.00
2025-05-07 17:39:32;3131.00
2025-05-07 17:39:31;2281.00
2025-05-07 17:39:30;1431.00
2025-05-07 17:39:29;581.00
2025-05-07 17:39:28;269.00
2025-05-07 17:39:27;1119.00
2025-05-07 17:39:26;1969.00
2025-05-07 17:39:25;2819.00
2025-05-07 17:39:24;3669.00
2025-05-07 17:39:23;4519.00
2025-05-07 17:39:22;5369.00
2025-05-07 17:39:21;6219.00
2025-05-07 17:39:20;7069.00
2025-05-07 17:39:19;7919.00
2025-05-07 17:39:18;8769.00
2025-05-07 17:39:17;9619.00
2025-05-07 17:39:16;9529.00
2025-05-07 17:39:15;8679.00
2025-05-07 17:39:14;7829.00
2025-05-07 17:39:13;6979.00
2025-05-07 17:39:12;6129.00
2025-05-07 17:39:11;5279.00
2025-05-07 17:39:10;4429.00
2025-05-07 17:39:09;3579.00
2025-05-07 17:39:08;2729.00
2025-05-07 17:39:07;1879.00
2025-05-07 17:39:06;1029.00
2025-05-07 17:39:05;179.00
2025-05-07 17:39:04;671.00
2025-05-07 17:39:03;1521.00
2025-05-07 17:39:02;2371.00
2025-05-07 17:39:01;3221.00
2025-05-07 17:39:00;4071.00
2025-05-07 17:38:59;4921.00
2025-05-07 17:38:58;5771.00
2025-05-07 17:38:57;6621.00
2025-05-07 17:38:56;7471.00
2025-05-07 17:38:55;8321.00
2025-05-07 17:38:54;9171.00
2025-05-07 17:38:53;9977.00
2025-05-07 17:38:52;9127.00
2025-05-07 17:38:51;8277.00
2025-05-07 17:38:50;7427.00
2025-05-07 17:38:49;6577.00
2025-05-07 17:38:48;5727.00
2025-05-07 17:38:47;4877.00
2025-05-07 17:38:46;4027.00
2025-05-07 17:38:45;3177.00
2025-05-07 17:38:44;2327.00
2025-05-07 17:38:43;1477.00
2025-05-07 17:38:42;627.00
2025-05-07 17:38:41;223.00
2025-05-07 17:38:40;1073.00
2025-05-07 17:38:39;1923.00
2025-05-07 17:38:38;2773.00
2025-05-07 17:38:37;3623.00
2025-05-07 17:38:36;4473.00
2025-05-07 17:38:35;5323.00
2025-05-07 17:38:34;6173.00
2025-05-07 17:38:33;7023.00
2025-05-07 17:38:32;7873.00
2025-05-07 17:38:31;8723.00
2025-05-07 17:38:30;9573.00
2025-05-07 17:38:29;9575.00
2025-05-07 17:38:28;8725.00
2025-05-07 17:38:27;7875.00
2025-05-07 17:38:26;7025.00
2025-05-07 17:38:25;6175.00
2025-05-07 17:38:24;5325.00
2025-05-07 17:38:23;4475.00
2025-05-07 17:38:22;3625.00
2025-05-07 17:38:21;2775.00
2025-05-07 17:38:20;1925.00
2025-05-07 17:38:19;1075.00
2025-05-07 17:38:18;225.00
2025-05-07 17:38:17;625.00
2025-05-07 17:38:16;1475.00
2025-05-07 17:38:15;2325.00
2025-05-07 17:38:14;3175.00
2025-05-07 17:38:13;4025.00
2025-05-07 17:38:12;4875.00
2025-05-07 17:38:11;5725.00
2025-05-07 17:38:10;6575.00
2025-05-07 17:38:09;7425.00
2025-05-07 17:38:08;8275.00
2025-05-07 17:38:07;9125.00
2025-05-07 17:38:06;9975.00
2025-05-07 17:38:05;9173.00
2025-05-07 17:38:04;8323.00
2025-05-07 17:38:03;7473.00
2025-05-07 17:38:02;6623.00
2025-05-07 17:38:01;5773.00
2025-05-07 17:38:00;4923.00
2025-05-07 17:37:59;4073.00
2025-05-07 17:37:58;3223.00
2025-05-07 17:37:57;2373.00
2025-05-07 17:37:56;1523.00
2025-05-07 17:37:55;673.00
2025-05-07 17:37:54;177.00
2025-05-07 17:37:53;1027.00
2025-05-07 17:37:52;1877.00
2025-05-07 17:37:51;2727.00
2025-05-07 17:37:50;3577.00
2025-05-07 17:37:49;4427.00
2025-05-07 17:37:48;5277.00
2025-05-07 17:37:47;6127.00
2025-05-07 17:37:46;6977.00
2025-05-07 17:37:45;7827.00
2025-05-07 17:37:44;8677.00
2025-05-07 17:37:43;9527.00
2025-05-07 17:37:42;9621.00
2025-05-07 17:37:41;8771.00
2025-05-07 17:37:40;7921.00
2025-05-07 17:37:39;7071.00
2025-05-07 17:37:38;6221.00
2025-05-07 17:37:37;5371.00
2025-05-07 17:37:36;4521.00
2025-05-07 17:37:35;3671.00
2025-05-07 17:37:34;2821.00
2025-05-07 17:37:33;1971.00
2025-05-07 17:37:32;1121.00
2025-05-07 17:37:31;271.00
2025-05-07 17:37:30;579.00
2025-05-07 17:37:29;1429.00
2025-05-07 17:37:28;2279.00
2025-05-07 17:37:27;3129.00
2025-05-07 17:37:26;3979.00
2025-05-07 17:37:25;4829.00
2025-05-07 17:37:24;5679.00
2025-05-07 17:37:23;6529.00
2025-05-07 17:37:22;7379.00
2025-05-07 17:37:21;8229.00
2025-05-07 17:37:20;9079.00
2025-05-07 17:37:19;9929.00
2025-05-07 17:37:18;9219.00
2025-05-07 17:37:17;8369.00
2025-05-07 17:37:16;7519.00
2025-05-07 17:37:15;6669.00
2025-05-07 17:37:14;5819.00
2025-05-07 17:37:13;4969.00
2025-05-07 17:37:12;4119.00
2025-05-07 17:37:11;3269.00
2025-05-07 17:37:10;2419.00
2025-05-07 17:37:09;1569.00
2025-05-07 17:37:08;719.00
2025-05-07 17:37:07;131.00
2025-05-07 17:37:06;981.00
2025-05-07 17:37:05;1831.00
2025-05-07 17:37:04;2681.00
2025-05-07 17:37:03;3531.00
2025-05-07 17:37:02;4381.00
2025-05-07 17:37:01;5231.00
2025-05-07 17:37:00;6081.00
2025-05-07 17:36:59;6931.00
2025-05-07 17:36:58;7781.00
2025-05-07 17:36:57;8631.00
2025-05-07 17:36:56;9481.00
2025-05-07 17:36:55;9667.00
2025-05-07 17:36:54;8817.00
2025-05-07 17:36:53;7967.00
2025-05-07 17:36:52;7117.00
2025-05-07 17:36:51;6267.00
2025-05-07 17:36:50;5417.00
2025-05-07 17:36:49;4567.00
2025-05-07 17:36:48;3717.00
2025-05-07 17:36:47;2867.00
2025-05-07 17:36:46;2017.00
2025-05-07 17:36:45;1167.00
2025-05-07 17:36:44;317.00
2025-05-07 17:36:43;533.00
2025-05-07 17:36:42;1383.00
2025-05-07 17:36:41;2233.00
2025-05-07 17:36:40;3083.00
2025-05-07 17:36:39;3933.00
2025-05-07 17:36:38;4783.00
2025-05-07 17:36:37;5633.00
2025-05-07 17:36:36;6483.00
2025-05-07 17:36:35;7333.00
2025-05-07 17:36:34;8183.00
2025-05-07 17:36:33;9033.00
2025-05-07 17:36:32;9883.00
2025-05-07 17:36:31;9265.00
2025-05-07 17:36:30;8415.00
2025-05-07 17:36:29;7565.00
2025-05-07 17:36:28;6715.00
2025-05-07 17:36:27;5865.00
2025-05-07 17:36:26;5015.00
2025-05-07 17:36:25;4165.00
2025-05-07 17:36:24;3315.00
2025-05-07 17:36:23;2465.00
2025-05-07 17:36:22;1615.00
2025-05-07 17:36:21;765.00
2025-05-07 17:36:20;85.00
2025-05-07 17:36:19;935.00
2025-05-07 17:36:18;1785.00
2025-05-07 17:36:17;2635.00
2025-05-07 17:36:16;3485.00
2025-05-07 17:36:15;4335.00
2025-05-07 17:36:14;5185.00
2025-05-07 17:36:13;6035.00
2025-05-07 17:36:12;6885.00
2025-05-07 17:36:11;7735.00
2025-05-07 17:36:10;8585.00
2025-05-07 17:36:09;9435.00
2025-05-07 17:36:08;9713.00
2025-05-07 17:36:07;8863.00
2025-05-07 17:36:06;8013.00
2025-05-07 17:36:05;7163.00
2025-05-07 17:36:04;6313.00
2025-05-07 17:36:03;5463.00
2025-05-07 17:36:02;4613.00
2025-05-07 17:36:01;3763.00
2025-05-07 17:36:00;2913.00
2025-05-07 17:35:59;2063.00
2025-05-07 17:35:58;1213.00
2025-05-07 17:35:57;363.00
2025-05-07 17:35:56;487.00
2025-05-07 17:35:55;1337.00
2025-05-07 17:35:54;2187.00
2025-05-07 17:35:53;3037.00
2025-05-07 17:35:52;3887.00
2025-05-07 17:35:51;4737.00
2025-05-07 17:35:50;5587.00
2025-05-07 17:35:49;6437.00
2025-05-07 17:35:48;7287.00
2025-05-07 17:35:47;8137.00
2025-05-07 17:35:46;8987.00
2025-05-07 17:35:45;9837.00
2025-05-07 17:35:44;9311.00
2025-05-07 17:35:43;8461.00
2025-05-07 17:35:42;7611.00
2025-05-07 17:35:41;6761.00
2025-05-07 17:35:40;5911.00
2025-05-07 17:35:39;5061.00
2025-05-07 17:35:38;4211.00
2025-05-07 17:35:37;3361.00
2025-05-07 17:35:36;2511.00
2025-05-07 17:35:35;1661.00
2025-05-07 17:35:34;811.00
2025-05-07 17:35:33;39.00
2025-05-07 17:35:32;889.00
2025-05-07 17:35:31;1739.00
2025-05-07 17:35:30;2589.00
2025-05-07 17:35:29;3439.00
2025-05-07 17:35:28;4289.00
2025-05-07 17:35:27;5139.00
2025-05-07 17:35:26;5989.00
2025-05-07 17:35:25;6839.00
2025-05-07 17:35:24;7689.00
2025-05-07 17:35:23;8539.00
2025-05-07 17:35:22;9389.00
2025-05-07 17:35:21;9759.00
2025-05-07 17:35:20;8909.00
2025-05-07 17:35:19;8059.00
2025-05-07 17:35:18;7209.00
2025-05-07 17:35:17;6359.00
2025-05-07 17:35:16;5509.00
2025-05-07 17:35:15;4659.00
2025-05-07 17:35:14;3809.00
2025-05-07 17:35:13;2959.00
2025-05-07 17:35:12;2109.00
2025-05-07 17:35:11;1259.00
2025-05-07 17:35:10;409.00
2025-05-07 17:35:09;441.00
2025-05-07 17:35:08;1291.00
2025-05-07 17:35:07;2141.00
2025-05-07 17:35:06;2991.00
2025-05-07 17:35:05;3841.00
2025-05-07 17:35:04;4691.00
2025-05-07 17:35:03;5541.00
2025-05-07 17:35:02;6391.00
2025-05-07 17:35:01;7241.00
2025-05-07 17:35:00;8091.00
2025-05-07 17:34:59;8941.00
2025-05-07 17:34:58;9791.00
2025-05-07 17:34:57;9357.00
2025-05-07 17:34:56;8507.00
2025-05-07 17:34:55;7657.00
2025-05-07 17:34:54;6807.00
2025-05-07 17:34:53;5957.00
2025-05-07 17:34:52;5107.00
2025-05-07 17:34:51;4257.00
2025-05-07 17:34:50;3407.00
2025-05-07 17:34:49;2557.00
2025-05-07 17:34:48;1707.00
2025-05-07 17:34:47;857.00
2025-05-07 17:34:46;7.00
2025-05-07 17:34:45;843.00
2025-05-07 17:34:44;1693.00
2025-05-07 17:34:43;2543.00
2025-05-07 17:34:42;3393.00
2025-05-07 17:34:41;4243.00
2025-05-07 17:34:40;5093.00
2025-05-07 17:34:39;5943.00
2025-05-07 17:34:38;6793.00
2025-05-07 17:34:37;7643.00
2025-05-07 17:34:36;8493.00
2025-05-07 17:34:35;9343.00
2025-05-07 17:34:34;9805.00
2025-05-07 17:34:33;8955.00
2025-05-07 17:34:32;8105.00
2025-05-07 17:34:31;7255.00
2025-05-07 17:34:30;6405.00
2025-05-07 17:34:29;5555.00
2025-05-07 17:34:28;4705.00
2025-05-07 17:34:27;3855.00
2025-05-07 17:34:26;3005.00
2025-05-07 17:34:25;2155.00
2025-05-07 17:34:24;1305.00
2025-05-07 17:34:23;455.00
2025-05-07 17:34:22;395.00
2025-05-07 17:34:21;1245.00
2025-05-07 17:34:20;2095.00
2025-05-07 17:34:19;2945.00
2025-05-07 17:34:18;3795.00
2025-05-07 17:34:17;4645.00
2025-05-07 17:34:16;5495.00
2025-05-07 17:34:15;6345.00
2025-05-07 17:34:14;7195.00
2025-05-07 17:34:13;8045.00
2025-05-07 17:34:12;8895.00
2025-05-07 17:34:11;9745.00
2025-05-07 17:34:10;9403.00
2025-05-07 17:34:09;8553.00
2025-05-07 17:34:08;7703.00
2025-05-07 17:34:07;6853.00
2025-05-07 17:34:06;6003.00
2025-05-07 17:34:05;5153.00
2025-05-07 17:34:04;4303.00
2025-05-07 17:34:03;3453.00
2025-05-07 17:34:02;2603.00
2025-05-07 17:34:01;1753.00
2025-05-07 17:34:00;903.00
2025-05-07 17:33:59;53.00
2025-05-07 17:33:58;797.00
2025-05-07 17:33:57;1647.00
2025-05-07 17:33:56;2497.00
2025-05-07 17:33:55;3347.00
2025-05-07 17:33:54;4197.00
2025-05-07 17:33:53;5047.00
2025-05-07 17:33:52;5897.00
2025-05-07 17:33:51;6747.00
2025-05-07 17:33:50;7597.00
2025-05-07 17:33:49;8447.00
2025-05-07 17:33:48;9297.00
2025-05-07 17:33:47;9851.00
2025-05-07 17:33:46;9001.00
2025-05-07 17:33:45;8151.00
2025-05-07 17:33:44;7301.00
2025-05-07 17:33:43;6451.00
2025-05-07 17:33:42;5601.00
2025-05-07 17:33:41;4751.00
2025-05-07 17:33:40;3901.00
2025-05-07 17:33:39;3051.00
2025-05-07 17:33:38;2201.00
2025-05-07 17:33:37;1351.00
2025-05-07 17:33:36;501.00
2025-05-07 17:33:35;349.00
2025-05-07 17:33:34;1199.00
2025-05-07 17:33:33;2049.00
2025-05-07 17:33:32;2899.00
2025-05-07 17:33:31;3749.00
2025-05-07 17:33:30;4599.00
2025-05-07 17:33:29;5449.00
2025-05-07 17:33:28;6299.00
2025-05-07 17:33:27;7149.00
2025-05-07 17:33:26;7999.00
2025-05-07 17:33:25;8849.00
2025-05-07 17:33:24;9699.00
2025-05-07 17:33:23;9449.00
2025-05-07 17:33:22;8599.00
2025-05-07 17:33:21;7749.00
2025-05-07 17:33:20;6899.00
2025-05-07 17:33:19;6049.00
2025-05-07 17:33:18;5199.00
2025-05-07 17:33:17;4349.00
2025-05-07 17:33:16;3499.00
2025-05-07 17:33:15;2649.00
2025-05-07 17:33:14;1799.00
2025-05-07 17:33:13;949.00
2025-05-07 17:33:12;99.00
2025-05-07 17:33:11;751.00
2025-05-07 17:33:10;1601.00
2025-05-07 17:33:09;2451.00
2025-05-07 17:33:08;3301.00
2025-05-07 17:33:07;4151.00
2025-05-07 17:33:06;5001.00
2025-05-07 17:33:05;5851.00
2025-05-07 17:33:04;6701.00
2025-05-07 17:33:03;7551.00
2025-05-07 17:33:02;8401.00
2025-05-07 17:33:01;9251.00
2025-05-07 17:33:00;9897.00
2025-05-07 17:32:59;9047.00
2025-05-07 17:32:58;8197.00
2025-05-07 17:32:57;7347.00
2025-05-07 17:32:56;6497.00
2025-05-07 17:32:55;5647.00
2025-05-07 17:32:54;4797.00
2025-05-07 17:32:53;3947.00
2025-05-07 17:32:52;3097.00
2025-05-07 17:32:51;2247.00
2025-05-07 17:32:50;1397.00
2025-05-07 17:32:49;547.00
2025-05-07 17:32:48;303.00
2025-05-07 17:32:47;1153.00
2025-05-07 17:32:46;2003.00
2025-05-07 17:32:45;2853.00
2025-05-07 17:32:44;3703.00
2025-05-07 17:32:43;4553.00
2025-05-07 17:32:42;5403.00
2025-05-07 17:32:41;6253.00
2025-05-07 17:32:40;7103.00
2025-05-07 17:32:39;7953.00
2025-05-07 17:32:38;8803.00
2025-05-07 17:32:37;9653.00
2025-05-07 17:32:36;9495.00
2025-05-07 17:32:35;8645.00
2025-05-07 17:32:34;7795.00
2025-05-07 17:32:33;6945.00
2025-05-07 17:32:32;6095.00
2025-05-07 17:32:31;5245.00
2025-05-07 17:32:30;4395.00
2025-05-07 17:32:29;3545.00
2025-05-07 17:32:28;2695.00
2025-05-07 17:32:27;1845.00
2025-05-07 17:32:26;995.00
2025-05-07 17:32:25;145.00
2025-05-07 17:32:24;705.00
2025-05-07 17:32:23;1555.00
2025-05-07 17:32:22;2405.00
2025-05-07 17:32:21;3255.00
2025-05-07 17:32:20;4105.00
2025-05-07 17:32:19;4955.00
2025-05-07 17:32:18;5805.00
2025-05-07 17:32:17;6655.00
2025-05-07 17:32:16;7505.00
2025-05-07 17:32:15;8355.00
2025-05-07 17:32:14;9205.00
2025-05-07 17:32:13;9943.00
2025-05-07 17:32:12;9093.00
2025-05-07 17:32:11;8243.00
2025-05-07 17:32:10;7393.00
2025-05-07 17:32:09;6543.00
2025-05-07 17:32:08;5693.00
2025-05-07 17:32:07;4843.00
2025-05-07 17:32:06;3993.00
2025-05-07 17:32:05;3143.00
2025-05-07 17:32:04;2293.00
2025-05-07 17:32:03;1443.00
2025-05-07 17:32:02;593.00
2025-05-07 17:32:01;257.00
2025-05-07 17:32:00;1107.00
2025-05-07 17:31:59;1957.00
2025-05-07 17:31:58;2807.00
2025-05-07 17:31:57;3657.00
2025-05-07 17:31:56;4507.00
2025-05-07 17:31:55;5357.00
2025-05-07 17:31:54;6207.00
2025-05-07 17:31:53;7057.00
2025-05-07 17:31:52;7907.00
2025-05-07 17:31:51;8757.00
2025-05-07 17:31:50;9607.00
2025-05-07 17:31:49;9541.00
2025-05-07 17:31:48;8691.00
2025-05-07 17:31:47;7841.00
2025-05-07 17:31:46;6991.00
2025-05-07 17:31:45;6141.00
2025-05-07 17:31:44;5291.00
2025-05-07 17:31:43;4441.00
2025-05-07 17:31:42;3591.00
2025-05-07 17:31:41;2741.00
2025-05-07 17:31:40;1891.00
2025-05-07 17:31:39;1041.00
2025-05-07 17:31:38;191.00
2025-05-07 17:31:37;659.00
2025-05-07 17:31:36;1509.00
2025-05-07 17:31:35;2359.00
2025-05-07 17:31:34;3209.00
2025-05-07 17:31:33;4059.00
2025-05-07 17:31:32;4909.00
2025-05-07 17:31:31;5759.00
2025-05-07 17:31:30;6609.00
2025-05-07 17:31:29;7459.00
2025-05-07 17:31:28;8309.00
2025-05-07 17:31:27;9159.00
2025-05-07 17:31:26;9989.00
2025-05-07 17:31:25;9139.00
2025-05-07 17:31:24;8289.00
2025-05-07 17:31:23;7439.00
2025-05-07 17:31:22;6589.00
2025-05-07 17:31:21;5739.00
2025-05-07 17:31:20;4889.00
2025-05-07 17:31:19;4039.00
2025-05-07 17:31:18;3189.00
2025-05-07 17:31:17;2339.00
2025-05-07 17:31:16;1489.00
2025-05-07 17:31:15;639.00
2025-05-07 17:31:14;211.00
2025-05-07 17:31:13;1061.00
2025-05-07 17:31:12;1911.00
2025-05-07 17:31:11;2761.00
2025-05-07 17:31:10;3611.00
2025-05-07 17:31:09;4461.00
2025-05-07 17:31:08;5311.00
2025-05-07 17:31:07;6161.00
2025-05-07 17:31:06;7011.00
2025-05-07 17:31:05;7861.00
2025-05-07 17:31:04;8711.00
2025-05-07 17:31:03;9561.00
2025-05-07 17:31:02;9587.00
2025-05-07 17:31:01;8737.00
2025-05-07 17:31:00;7887.00
2025-05-07 17:30:59;7037.00
2025-05-07 17:30:58;6187.00
2025-05-07 17:30:57;5337.00
2025-05-07 17:30:56;4487.00
2025-05-07 17:30:55;3637.00
2025-05-07 17:30:54;2787.00
2025-05-07 17:30:53;1937.00
2025-05-07 17:30:52;1087.00
2025-05-07 17:30:51;237.00
2025-05-07 17:30:50;613.00
2025-05-07 17:30:49;1463.00
2025-05-07 17:30:48;2313.00
2025-05-07 17:30:47;3163.00
2025-05-07 17:30:46;4013.00
2025-05-07 17:30:45;4863.00
2025-05-07 17:30:44;5713.00
2025-05-07 17:30:43;6563.00
2025-05-07 17:30:42;7413.00
2025-05-07 17:30:41;8263.00
2025-05-07 17:30:40;9113.00
2025-05-07 17:30:39;9963.00
2025-05-07 17:30:38;9185.00
2025-05-07 17:30:37;8335.00
2025-05-07 17:30:36;7485.00
2025-05-07 17:30:35;6635.00
