Fecha y Hora;CV-3031 - Válvula control nivel R-303
2025-05-08 08:26:31;-2.83
2025-05-08 08:26:30;-27.33
2025-05-08 08:26:29;-74.83
2025-05-08 08:26:28;-91.58
2025-05-08 08:26:27;-36.83
2025-05-08 08:26:26;-20.08
2025-05-08 08:26:25;-22.33
2025-05-08 08:26:24;-79.33
2025-05-08 08:26:23;-5.58
2025-05-08 08:26:22;-82.08
2025-05-08 08:26:21;-31.83
2025-05-08 08:26:20;-88.83
2025-05-08 08:26:19;-79.83
2025-05-08 08:26:18;-50.83
2025-05-08 08:26:17;-86.08
2025-05-08 08:26:16;-43.58
2025-05-08 08:26:15;-60.33
2025-05-08 08:26:14;-72.08
2025-05-08 08:26:13;-89.58
2025-05-08 08:26:12;-73.33
2025-05-08 08:26:11;-76.08
2025-05-08 08:26:10;-86.58
2025-05-08 08:26:09;-26.83
2025-05-08 08:26:08;-2.83
2025-05-08 08:26:07;-72.08
2025-05-08 08:26:06;-50.33
2025-05-08 08:26:05;-19.58
2025-05-08 08:26:04;-10.08
2025-05-08 08:26:03;-7.83
2025-05-08 08:26:02;-57.58
2025-05-08 08:26:01;-10.08
2025-05-08 08:26:00;-26.83
2025-05-08 08:25:59;-40.83
2025-05-08 08:25:58;-10.08
2025-05-08 08:25:57;-60.33
2025-05-08 08:25:56;-10.08
2025-05-08 08:25:55;-19.58
2025-05-08 08:25:54;-83.83
2025-05-08 08:25:53;-21.83
2025-05-08 08:25:52;-38.58
2025-05-08 08:25:51;-81.08
2025-05-08 08:25:50;-93.33
2025-05-08 08:25:49;-83.83
2025-05-08 08:25:48;-59.83
2025-05-08 08:25:47;-76.58
2025-05-08 08:25:46;-43.08
2025-05-08 08:25:45;-40.83
2025-05-08 08:25:44;-5.08
2025-05-08 08:25:43;-25.83
2025-05-08 08:25:42;-35.33
2025-05-08 08:25:41;-98.08
2025-05-08 08:25:40;-3.08
2025-05-08 08:25:39;-86.83
2025-05-08 08:25:38;-11.83
2025-05-08 08:25:37;-40.33
2025-05-08 08:25:36;-78.33
2025-05-08 08:25:35;-21.33
2025-05-08 08:25:34;-90.58
2025-05-08 08:25:33;-43.08
2025-05-08 08:25:32;-54.83
2025-05-08 08:25:31;-47.58
2025-05-08 08:25:30;-4.58
2025-05-08 08:25:29;-85.58
2025-05-08 08:25:28;-64.33
2025-05-08 08:25:27;-76.08
2025-05-08 08:25:26;-64.33
2025-05-08 08:25:25;-76.08
2025-05-08 08:25:24;-61.58
2025-05-08 08:25:23;-2.33
2025-05-08 08:25:22;-14.08
2025-05-08 08:25:21;-23.58
2025-05-08 08:25:20;-16.33
2025-05-08 08:25:19;-11.83
2025-05-08 08:25:18;-95.08
2025-05-08 08:25:17;-52.08
2025-05-08 08:25:16;-6.83
2025-05-08 08:25:15;-37.58
2025-05-08 08:25:14;-40.33
2025-05-08 08:25:13;-95.08
2025-05-08 08:25:12;-78.33
2025-05-08 08:25:11;-16.33
2025-05-08 08:25:10;-33.83
2025-05-08 08:25:09;-50.58
2025-05-08 08:25:08;-38.83
2025-05-08 08:25:07;-25.83
2025-05-08 08:25:06;-90.08
2025-05-08 08:25:05;-52.08
2025-05-08 08:25:04;-54.33
2025-05-08 08:25:03;-37.58
2025-05-08 08:25:02;-44.83
2025-05-08 08:25:01;-78.33
2025-05-08 08:25:00;-78.33
2025-05-08 08:24:59;-25.83
2025-05-08 08:24:58;-16.33
2025-05-08 08:24:57;-11.33
2025-05-08 08:24:56;-37.58
2025-05-08 08:24:55;-56.58
2025-05-08 08:24:54;-11.33
2025-05-08 08:24:53;-72.83
2025-05-08 08:24:52;-65.58
2025-05-08 08:24:51;-86.83
2025-05-08 08:24:50;-75.08
2025-05-08 08:24:49;-58.33
2025-05-08 08:24:48;-67.33
2025-05-08 08:24:47;-23.08
2025-05-08 08:24:46;-51.58
2025-05-08 08:24:45;-94.58
2025-05-08 08:24:44;-11.33
2025-05-08 08:24:43;-99.08
2025-05-08 08:24:42;-56.58
2025-05-08 08:24:41;-30.33
2025-05-08 08:24:40;-8.58
2025-05-08 08:24:39;-25.33
2025-05-08 08:24:38;-51.83
2025-05-08 08:24:37;-86.33
2025-05-08 08:24:36;-66.83
2025-05-08 08:24:35;-10.83
2025-05-08 08:24:34;-77.83
2025-05-08 08:24:33;-46.58
2025-05-08 08:24:32;-37.08
2025-05-08 08:24:31;-67.83
2025-05-08 08:24:30;-46.58
2025-05-08 08:24:29;-77.33
2025-05-08 08:24:28;-10.83
2025-05-08 08:24:27;-39.33
2025-05-08 08:24:26;-32.08
2025-05-08 08:24:25;-20.33
2025-05-08 08:24:24;-67.83
2025-05-08 08:24:23;-5.83
2025-05-08 08:24:22;-62.83
2025-05-08 08:24:21;-84.58
2025-05-08 08:24:20;-29.83
2025-05-08 08:24:19;-13.08
2025-05-08 08:24:18;-36.58
2025-05-08 08:24:17;-77.33
2025-05-08 08:24:16;-56.08
2025-05-08 08:24:15;-36.58
2025-05-08 08:24:14;-96.33
2025-05-08 08:24:13;-98.58
2025-05-08 08:24:12;-77.33
2025-05-08 08:24:11;-81.83
2025-05-08 08:24:10;-60.58
2025-05-08 08:24:09;-89.08
2025-05-08 08:24:08;-41.58
2025-05-08 08:24:07;-64.58
2025-05-08 08:24:06;-13.83
2025-05-08 08:24:05;-56.83
2025-05-08 08:24:04;-22.08
2025-05-08 08:24:03;-46.08
2025-05-08 08:24:02;-32.08
2025-05-08 08:24:01;-19.83
2025-05-08 08:24:00;-11.58
2025-05-08 08:23:59;-76.33
2025-05-08 08:23:58;-40.58
2025-05-08 08:23:57;-66.83
2025-05-08 08:23:56;-57.33
2025-05-08 08:23:55;-48.33
2025-05-08 08:23:54;-48.33
2025-05-08 08:23:53;-93.58
2025-05-08 08:23:52;-65.08
2025-05-08 08:23:51;-15.33
2025-05-08 08:23:50;-5.33
2025-05-08 08:23:49;-43.33
2025-05-08 08:23:48;-50.58
2025-05-08 08:23:47;-31.58
2025-05-08 08:23:46;-36.58
2025-05-08 08:23:45;-19.33
2025-05-08 08:23:44;-46.08
2025-05-08 08:23:43;-21.58
2025-05-08 08:23:42;-85.83
2025-05-08 08:23:41;-84.08
2025-05-08 08:23:40;-33.83
2025-05-08 08:23:39;-12.58
2025-05-08 08:23:38;-36.58
2025-05-08 08:23:37;-17.08
2025-05-08 08:23:36;-45.58
2025-05-08 08:23:35;-44.08
2025-05-08 08:23:34;-39.58
2025-05-08 08:23:33;-49.08
2025-05-08 08:23:32;-0.33
2025-05-08 08:23:31;-7.58
2025-05-08 08:23:30;-81.33
2025-05-08 08:23:29;-7.08
2025-05-08 08:23:28;-66.83
2025-05-08 08:23:27;-16.58
2025-05-08 08:23:26;-85.83
2025-05-08 08:23:25;-7.08
2025-05-08 08:23:24;-80.83
2025-05-08 08:23:23;-9.83
2025-05-08 08:23:22;-66.83
2025-05-08 08:23:21;-57.33
2025-05-08 08:23:20;-31.08
2025-05-08 08:23:19;-9.83
2025-05-08 08:23:18;-76.33
2025-05-08 08:23:17;-2.08
2025-05-08 08:23:16;-38.33
2025-05-08 08:23:15;-21.58
2025-05-08 08:23:14;-33.33
2025-05-08 08:23:13;-16.58
2025-05-08 08:23:12;-7.08
2025-05-08 08:23:11;-33.33
2025-05-08 08:23:10;-33.33
2025-05-08 08:23:09;-88.08
2025-05-08 08:23:08;-79.83
2025-05-08 08:23:07;-92.08
2025-05-08 08:23:06;-8.83
2025-05-08 08:23:05;-73.08
2025-05-08 08:23:04;-1.58
2025-05-08 08:23:03;-60.33
2025-05-08 08:23:02;-79.83
2025-05-08 08:23:01;-13.83
2025-05-08 08:23:00;-85.33
2025-05-08 08:22:59;-21.08
2025-05-08 08:22:58;-13.83
2025-05-08 08:22:57;-78.08
2025-05-08 08:22:56;-30.58
2025-05-08 08:22:55;-66.33
2025-05-08 08:22:54;-23.33
2025-05-08 08:22:53;-78.58
2025-05-08 08:22:52;-28.33
2025-05-08 08:22:51;-6.58
2025-05-08 08:22:50;-25.58
2025-05-08 08:22:49;-37.83
2025-05-08 08:22:48;-40.08
2025-05-08 08:22:47;-16.08
2025-05-08 08:22:46;-54.08
2025-05-08 08:22:45;-87.58
2025-05-08 08:22:44;-28.33
2025-05-08 08:22:43;-32.83
2025-05-08 08:22:42;-89.83
2025-05-08 08:22:41;-8.83
2025-05-08 08:22:40;-42.33
2025-05-08 08:22:39;-59.08
2025-05-08 08:22:38;-37.33
2025-05-08 08:22:37;-18.83
2025-05-08 08:22:36;-78.08
2025-05-08 08:22:35;-27.83
2025-05-08 08:22:34;-78.08
2025-05-08 08:22:33;-23.33
2025-05-08 08:22:32;-48.08
2025-05-08 08:22:31;-14.58
2025-05-08 08:22:30;-33.08
2025-05-08 08:22:29;-53.58
2025-05-08 08:22:28;-25.58
2025-05-08 08:22:27;-13.33
2025-05-08 08:22:26;-22.83
2025-05-08 08:22:25;-65.83
2025-05-08 08:22:24;-39.58
2025-05-08 08:22:23;-30.08
2025-05-08 08:22:22;-82.08
2025-05-08 08:22:21;-22.83
2025-05-08 08:22:20;-56.33
2025-05-08 08:22:19;-77.58
2025-05-08 08:22:18;-46.83
2025-05-08 08:22:17;-72.58
2025-05-08 08:22:16;-31.83
2025-05-08 08:22:15;-81.58
2025-05-08 08:22:14;-26.83
2025-05-08 08:22:13;-38.58
2025-05-08 08:22:12;-96.08
2025-05-08 08:22:11;-60.83
2025-05-08 08:22:10;-65.33
2025-05-08 08:22:09;-8.33
2025-05-08 08:22:08;-29.58
2025-05-08 08:22:07;-79.83
2025-05-08 08:22:06;-27.33
2025-05-08 08:22:05;-55.83
2025-05-08 08:22:04;-74.83
2025-05-08 08:22:03;-72.08
2025-05-08 08:22:02;-60.33
2025-05-08 08:22:01;-20.08
2025-05-08 08:22:00;-38.58
2025-05-08 08:21:59;-16.33
2025-05-08 08:21:58;-40.83
2025-05-08 08:21:57;-96.08
2025-05-08 08:21:56;-55.83
2025-05-08 08:21:55;-77.08
2025-05-08 08:21:54;-46.33
2025-05-08 08:21:53;-72.58
2025-05-08 08:21:52;-91.58
2025-05-08 08:21:51;-24.58
2025-05-08 08:21:50;-74.83
2025-05-08 08:21:49;-46.33
2025-05-08 08:21:48;-5.58
2025-05-08 08:21:47;-84.33
2025-05-08 08:21:46;-96.08
2025-05-08 08:21:45;-17.33
2025-05-08 08:21:44;-62.08
2025-05-08 08:21:43;-34.08
2025-05-08 08:21:42;-17.33
2025-05-08 08:21:41;-24.58
2025-05-08 08:21:40;-36.33
2025-05-08 08:21:39;-58.08
2025-05-08 08:21:38;-31.83
2025-05-08 08:21:37;-22.33
2025-05-08 08:21:36;-86.58
2025-05-08 08:21:35;-86.08
2025-05-08 08:21:34;-60.33
2025-05-08 08:21:33;-67.08
2025-05-08 08:21:32;-67.58
2025-05-08 08:21:31;-74.33
2025-05-08 08:21:30;-29.08
2025-05-08 08:21:29;-14.08
2025-05-08 08:21:28;-41.58
2025-05-08 08:21:27;-56.58
2025-05-08 08:21:26;-7.33
2025-05-08 08:21:25;-29.08
2025-05-08 08:21:24;-18.58
2025-05-08 08:21:23;-71.08
2025-05-08 08:21:22;-42.58
2025-05-08 08:21:21;-1.83
2025-05-08 08:21:20;-9.08
2025-05-08 08:21:19;-38.08
2025-05-08 08:21:18;-45.83
2025-05-08 08:21:17;-12.33
2025-05-08 08:21:16;-78.83
2025-05-08 08:21:15;-90.58
2025-05-08 08:21:14;-14.58
2025-05-08 08:21:13;-35.83
2025-05-08 08:21:12;-86.08
2025-05-08 08:21:11;-83.33
2025-05-08 08:21:10;-78.33
2025-05-08 08:21:09;-88.33
2025-05-08 08:21:08;-26.33
2025-05-08 08:21:07;-97.83
2025-05-08 08:21:06;-2.33
2025-05-08 08:21:05;-9.58
2025-05-08 08:21:04;-49.83
2025-05-08 08:21:03;-16.83
2025-05-08 08:21:02;-4.58
2025-05-08 08:21:01;-61.58
2025-05-08 08:21:00;-52.08
2025-05-08 08:20:59;-83.33
2025-05-08 08:20:58;-47.58
2025-05-08 08:20:57;-38.83
2025-05-08 08:20:56;-41.58
2025-05-08 08:20:55;-13.08
2025-05-08 08:20:54;-35.33
2025-05-08 08:20:53;-85.58
2025-05-08 08:20:52;-52.08
2025-05-08 08:20:51;-14.08
2025-05-08 08:20:50;-68.83
2025-05-08 08:20:49;-33.08
2025-05-08 08:20:48;-21.33
2025-05-08 08:20:47;-40.33
2025-05-08 08:20:46;-14.08
2025-05-08 08:20:45;-78.33
2025-05-08 08:20:44;-39.83
2025-05-08 08:20:43;-54.33
2025-05-08 08:20:42;-9.08
2025-05-08 08:20:41;-16.33
2025-05-08 08:20:40;-11.33
2025-05-08 08:20:39;-4.08
2025-05-08 08:20:38;-97.33
2025-05-08 08:20:37;-61.58
2025-05-08 08:20:36;-63.83
2025-05-08 08:20:35;-56.58
2025-05-08 08:20:34;-85.08
2025-05-08 08:20:33;-85.08
2025-05-08 08:20:32;-17.58
2025-05-08 08:20:31;-3.58
2025-05-08 08:20:30;-29.83
2025-05-08 08:20:29;-72.83
2025-05-08 08:20:28;-89.08
2025-05-08 08:20:27;-82.83
2025-05-08 08:20:26;-99.58
2025-05-08 08:20:25;-52.83
2025-05-08 08:20:24;-89.08
2025-05-08 08:20:23;-74.08
2025-05-08 08:20:22;-71.08
2025-05-08 08:20:21;-39.83
2025-05-08 08:20:20;-20.83
2025-05-08 08:20:19;-29.83
2025-05-08 08:20:18;-34.83
2025-05-08 08:20:17;-49.33
2025-05-08 08:20:16;-42.08
2025-05-08 08:20:15;-66.08
2025-05-08 08:20:14;-6.33
2025-05-08 08:20:13;-63.33
2025-05-08 08:20:12;-42.08
2025-05-08 08:20:11;-82.33
2025-05-08 08:20:10;-89.58
2025-05-08 08:20:09;-25.33
2025-05-08 08:20:08;-77.83
2025-05-08 08:20:07;-15.83
2025-05-08 08:20:06;-84.58
2025-05-08 08:20:05;-1.33
2025-05-08 08:20:04;-77.33
2025-05-08 08:20:03;-70.08
2025-05-08 08:20:02;-91.83
2025-05-08 08:20:01;-5.83
2025-05-08 08:20:00;-15.33
2025-05-08 08:19:59;-6.33
2025-05-08 08:19:58;-51.08
2025-05-08 08:19:57;-56.08
2025-05-08 08:19:56;-58.33
2025-05-08 08:19:55;-3.58
2025-05-08 08:19:54;-0.33
2025-05-08 08:19:53;-92.58
2025-05-08 08:19:52;-2.58
2025-05-08 08:19:51;-24.83
2025-05-08 08:19:50;-98.58
2025-05-08 08:19:49;-53.33
2025-05-08 08:19:48;-60.58
2025-05-08 08:19:47;-53.83
2025-05-08 08:19:46;-84.58
2025-05-08 08:19:45;-75.08
2025-05-08 08:19:44;-81.83
2025-05-08 08:19:43;-27.08
2025-05-08 08:19:42;-67.33
2025-05-08 08:19:41;-72.83
2025-05-08 08:19:40;-9.83
2025-05-08 08:19:39;-9.33
2025-05-08 08:19:38;-9.83
2025-05-08 08:19:37;-45.08
2025-05-08 08:19:36;-23.83
2025-05-08 08:19:35;-29.83
2025-05-08 08:19:34;-81.83
2025-05-08 08:19:33;-34.33
2025-05-08 08:19:32;-53.33
2025-05-08 08:19:31;-60.58
2025-05-08 08:19:30;-15.33
2025-05-08 08:19:29;-52.83
2025-05-08 08:19:28;-91.33
2025-05-08 08:19:27;-57.83
2025-05-08 08:19:26;-57.83
2025-05-08 08:19:25;-29.33
2025-05-08 08:19:24;-31.58
2025-05-08 08:19:23;-72.33
2025-05-08 08:19:22;-75.33
2025-05-08 08:19:21;-37.33
2025-05-08 08:19:20;-54.08
2025-05-08 08:19:19;-7.58
2025-05-08 08:19:18;-28.83
2025-05-08 08:19:17;-43.33
2025-05-08 08:19:16;-88.58
2025-05-08 08:19:15;-60.08
2025-05-08 08:19:14;-19.33
2025-05-08 08:19:13;-83.58
2025-05-08 08:19:12;-7.58
2025-05-08 08:19:11;-69.58
2025-05-08 08:19:10;-45.58
2025-05-08 08:19:09;-83.58
2025-05-08 08:19:08;-43.33
2025-05-08 08:19:07;-23.83
2025-05-08 08:19:06;-36.08
2025-05-08 08:19:05;-59.58
2025-05-08 08:19:04;-9.83
2025-05-08 08:19:03;-66.83
2025-05-08 08:19:02;-24.33
2025-05-08 08:19:01;-33.33
2025-05-08 08:19:00;-83.58
2025-05-08 08:18:59;-76.33
2025-05-08 08:18:58;-2.58
2025-05-08 08:18:57;-28.83
2025-05-08 08:18:56;-50.08
2025-05-08 08:18:55;-52.83
2025-05-08 08:18:54;-52.33
2025-05-08 08:18:53;-92.58
2025-05-08 08:18:52;-21.58
2025-05-08 08:18:51;-1.08
2025-05-08 08:18:50;-18.33
2025-05-08 08:18:49;-25.08
2025-05-08 08:18:48;-70.33
2025-05-08 08:18:47;-98.33
2025-05-08 08:18:46;-82.08
2025-05-08 08:18:45;-29.08
2025-05-08 08:18:44;-91.08
2025-05-08 08:18:43;-85.33
2025-05-08 08:18:42;-28.33
2025-05-08 08:18:41;-99.83
2025-05-08 08:18:40;-45.08
2025-05-08 08:18:39;-40.08
2025-05-08 08:18:38;-99.83
2025-05-08 08:18:37;-80.83
2025-05-08 08:18:36;-18.83
2025-05-08 08:18:35;-13.83
2025-05-08 08:18:34;-52.33
2025-05-08 08:18:33;-28.83
2025-05-08 08:18:32;-28.33
2025-05-08 08:18:31;-73.58
2025-05-08 08:18:30;-44.58
2025-05-08 08:18:29;-66.33
2025-05-08 08:18:28;-16.08
2025-05-08 08:18:27;-83.08
2025-05-08 08:18:26;-75.83
2025-05-08 08:18:25;-80.33
2025-05-08 08:18:24;-25.58
2025-05-08 08:18:23;-21.08
2025-05-08 08:18:22;-99.33
2025-05-08 08:18:21;-78.08
2025-05-08 08:18:20;-99.83
2025-05-08 08:18:19;-74.33
2025-05-08 08:18:18;-50.33
2025-05-08 08:18:17;-89.33
2025-05-08 08:18:16;-32.33
2025-05-08 08:18:15;-61.33
2025-05-08 08:18:14;-4.33
2025-05-08 08:18:13;-80.33
2025-05-08 08:18:12;-32.83
2025-05-08 08:18:11;-61.33
2025-05-08 08:18:10;-63.58
2025-05-08 08:18:09;-18.33
2025-05-08 08:18:08;-40.08
2025-05-08 08:18:07;-8.83
2025-05-08 08:18:06;-35.08
2025-05-08 08:18:05;-68.58
2025-05-08 08:18:04;-70.83
2025-05-08 08:18:03;-87.58
2025-05-08 08:18:02;-99.33
2025-05-08 08:18:01;-6.58
2025-05-08 08:18:00;-97.08
2025-05-08 08:17:59;-54.08
2025-05-08 08:17:58;-54.08
2025-05-08 08:17:57;-30.08
2025-05-08 08:17:56;-50.83
2025-05-08 08:17:55;-65.33
2025-05-08 08:17:54;-31.33
2025-05-08 08:17:53;-60.33
2025-05-08 08:17:52;-34.08
2025-05-08 08:17:51;-89.33
2025-05-08 08:17:50;-17.83
2025-05-08 08:17:49;-82.08
2025-05-08 08:17:48;-45.33
2025-05-08 08:17:47;-28.58
2025-05-08 08:17:46;-59.33
2025-05-08 08:17:45;-65.33
2025-05-08 08:17:44;-96.58
2025-05-08 08:17:43;-22.83
2025-05-08 08:17:42;-55.83
2025-05-08 08:17:41;-77.58
2025-05-08 08:17:40;-89.33
2025-05-08 08:17:39;-17.83
2025-05-08 08:17:38;-8.33
2025-05-08 08:17:37;-63.08
2025-05-08 08:17:36;-20.08
2025-05-08 08:17:35;-89.33
2025-05-08 08:17:34;-69.83
2025-05-08 08:17:33;-10.58
2025-05-08 08:17:32;-48.58
2025-05-08 08:17:31;-41.33
2025-05-08 08:17:30;-31.83
2025-05-08 08:17:29;-53.58
2025-05-08 08:17:28;-31.83
2025-05-08 08:17:27;-22.33
2025-05-08 08:17:26;-41.33
2025-05-08 08:17:25;-69.83
2025-05-08 08:17:24;-69.83
2025-05-08 08:17:23;-10.08
2025-05-08 08:17:22;-62.58
2025-05-08 08:17:21;-60.33
2025-05-08 08:17:20;-43.58
2025-05-08 08:17:19;-69.83
2025-05-08 08:17:18;-69.83
2025-05-08 08:17:17;-22.33
2025-05-08 08:17:16;-71.58
2025-05-08 08:17:15;-80.58
2025-05-08 08:17:14;-16.33
2025-05-08 08:17:13;-69.83
2025-05-08 08:17:12;-7.83
2025-05-08 08:17:11;-41.33
2025-05-08 08:17:10;-77.08
2025-05-08 08:17:09;-0.58
2025-05-08 08:17:08;-81.58
2025-05-08 08:17:07;-7.83
2025-05-08 08:17:06;-31.83
2025-05-08 08:17:05;-48.08
2025-05-08 08:17:04;-21.33
2025-05-08 08:17:03;-66.58
2025-05-08 08:17:02;-30.83
2025-05-08 08:17:01;-33.08
2025-05-08 08:17:00;-38.08
2025-05-08 08:16:59;-76.58
2025-05-08 08:16:58;-86.08
2025-05-08 08:16:57;-93.33
2025-05-08 08:16:56;-21.83
2025-05-08 08:16:55;-45.83
2025-05-08 08:16:54;-62.08
2025-05-08 08:16:53;-2.83
2025-05-08 08:16:52;-95.08
2025-05-08 08:16:51;-81.08
2025-05-08 08:16:50;-86.08
2025-05-08 08:16:49;-14.58
2025-05-08 08:16:48;-16.83
2025-05-08 08:16:47;-71.58
2025-05-08 08:16:46;-54.83
2025-05-08 08:16:45;-6.33
2025-05-08 08:16:44;-39.33
2025-05-08 08:16:43;-5.83
2025-05-08 08:16:42;-38.08
2025-05-08 08:16:41;-62.08
2025-05-08 08:16:40;-71.58
2025-05-08 08:16:39;-71.58
2025-05-08 08:16:38;-76.58
2025-05-08 08:16:37;-38.08
2025-05-08 08:16:36;-28.58
2025-05-08 08:16:35;-19.08
2025-05-08 08:16:34;-9.58
2025-05-08 08:16:33;-3.58
2025-05-08 08:16:32;-19.08
2025-05-08 08:16:31;-76.08
2025-05-08 08:16:30;-40.33
2025-05-08 08:16:29;-14.08
2025-05-08 08:16:28;-59.33
2025-05-08 08:16:27;-78.33
2025-05-08 08:16:26;-38.08
2025-05-08 08:16:25;-49.83
2025-05-08 08:16:24;-49.83
2025-05-08 08:16:23;-71.58
2025-05-08 08:16:22;-64.33
2025-05-08 08:16:21;-6.83
2025-05-08 08:16:20;-56.58
2025-05-08 08:16:19;-25.83
2025-05-08 08:16:18;-18.58
2025-05-08 08:16:17;-97.33
2025-05-08 08:16:16;-2.33
2025-05-08 08:16:15;-25.83
2025-05-08 08:16:14;-32.58
2025-05-08 08:16:13;-56.08
2025-05-08 08:16:12;-85.83
2025-05-08 08:16:11;-85.33
2025-05-08 08:16:10;-81.83
2025-05-08 08:16:09;-15.33
2025-05-08 08:16:08;-9.08
2025-05-08 08:16:07;-2.33
2025-05-08 08:16:06;-97.33
2025-05-08 08:16:05;-63.83
2025-05-08 08:16:04;-35.33
2025-05-08 08:16:03;-56.58
2025-05-08 08:16:02;-11.33
2025-05-08 08:16:01;-9.08
2025-05-08 08:16:00;-56.58
2025-05-08 08:15:59;-90.08
2025-05-08 08:15:58;-6.83
2025-05-08 08:15:57;-66.08
2025-05-08 08:15:56;-42.08
2025-05-08 08:15:55;-30.33
2025-05-08 08:15:54;-28.08
2025-05-08 08:15:53;-56.58
2025-05-08 08:15:52;-47.08
2025-05-08 08:15:51;-80.08
2025-05-08 08:15:50;-58.83
2025-05-08 08:15:49;-63.83
2025-05-08 08:15:48;-47.08
2025-05-08 08:15:47;-47.08
2025-05-08 08:15:46;-27.58
2025-05-08 08:15:45;-94.58
2025-05-08 08:15:44;-61.08
2025-05-08 08:15:43;-89.58
2025-05-08 08:15:42;-36.08
2025-05-08 08:15:41;-47.83
2025-05-08 08:15:40;-10.33
2025-05-08 08:15:39;-46.58
2025-05-08 08:15:38;-70.58
2025-05-08 08:15:37;-58.83
2025-05-08 08:15:36;-67.83
2025-05-08 08:15:35;-56.08
2025-05-08 08:15:34;-94.58
2025-05-08 08:15:33;-67.83
2025-05-08 08:15:32;-13.08
2025-05-08 08:15:31;-63.33
2025-05-08 08:15:30;-44.33
2025-05-08 08:15:29;-68.33
2025-05-08 08:15:28;-42.08
2025-05-08 08:15:27;-1.33
2025-05-08 08:15:26;-5.83
2025-05-08 08:15:25;-80.08
2025-05-08 08:15:24;-96.33
2025-05-08 08:15:23;-67.83
2025-05-08 08:15:22;-58.83
2025-05-08 08:15:21;-63.33
2025-05-08 08:15:20;-45.58
2025-05-08 08:15:19;-27.08
2025-05-08 08:15:18;-83.58
2025-05-08 08:15:17;-12.08
2025-05-08 08:15:16;-75.08
2025-05-08 08:15:15;-53.33
2025-05-08 08:15:14;-32.08
2025-05-08 08:15:13;-17.58
2025-05-08 08:15:12;-46.58
2025-05-08 08:15:11;-5.83
2025-05-08 08:15:10;-30.58
2025-05-08 08:15:09;-59.08
2025-05-08 08:15:08;-47.83
2025-05-08 08:15:07;-67.33
2025-05-08 08:15:06;-65.08
2025-05-08 08:15:05;-5.83
2025-05-08 08:15:04;-74.58
2025-05-08 08:15:03;-12.58
2025-05-08 08:15:02;-10.33
2025-05-08 08:15:01;-76.83
2025-05-08 08:15:00;-91.33
2025-05-08 08:14:59;-93.58
2025-05-08 08:14:58;-72.33
2025-05-08 08:14:57;-19.83
2025-05-08 08:14:56;-86.33
2025-05-08 08:14:55;-29.33
2025-05-08 08:14:54;-50.58
2025-05-08 08:14:53;-50.58
2025-05-08 08:14:52;-65.08
2025-05-08 08:14:51;-29.33
2025-05-08 08:14:50;-28.83
2025-05-08 08:14:49;-43.33
2025-05-08 08:14:48;-19.83
2025-05-08 08:14:47;-98.08
2025-05-08 08:14:46;-65.08
2025-05-08 08:14:45;-33.83
2025-05-08 08:14:44;-79.08
2025-05-08 08:14:43;-14.83
2025-05-08 08:14:42;-83.58
2025-05-08 08:14:41;-33.83
2025-05-08 08:14:40;-33.83
2025-05-08 08:14:39;-1.58
2025-05-08 08:14:38;-56.33
2025-05-08 08:14:37;-18.83
2025-05-08 08:14:36;-12.08
2025-05-08 08:14:35;-93.08
2025-05-08 08:14:34;-85.83
2025-05-08 08:14:33;-17.08
2025-05-08 08:14:32;-81.33
2025-05-08 08:14:31;-38.33
2025-05-08 08:14:30;-93.08
2025-05-08 08:14:29;-78.08
2025-05-08 08:14:28;-30.58
2025-05-08 08:14:27;-61.33
2025-05-08 08:14:26;-87.58
2025-05-08 08:14:25;-13.83
2025-05-08 08:14:24;-52.33
2025-05-08 08:14:23;-16.58
2025-05-08 08:14:22;-26.08
2025-05-08 08:14:21;-73.58
2025-05-08 08:14:20;-28.33
2025-05-08 08:14:19;-33.33
2025-05-08 08:14:18;-94.83
2025-05-08 08:14:17;-35.58
2025-05-08 08:14:16;-54.58
2025-05-08 08:14:15;-95.33
2025-05-08 08:14:14;-40.08
2025-05-08 08:14:13;-7.08
2025-05-08 08:14:12;-52.33
2025-05-08 08:14:11;-33.33
2025-05-08 08:14:10;-33.83
2025-05-08 08:14:09;-40.58
2025-05-08 08:14:08;-72.58
2025-05-08 08:14:07;-94.33
2025-05-08 08:14:06;54.17
2025-05-08 08:14:05;-42.83
2025-05-08 08:14:04;-92.08
2025-05-08 08:14:03;-75.83
2025-05-08 08:14:02;-90.33
2025-05-08 08:14:01;-97.58
2025-05-08 08:14:00;-18.83
2025-05-08 08:13:59;-83.08
2025-05-08 08:13:58;-92.58
2025-05-08 08:13:57;-54.08
2025-05-08 08:13:56;-73.08
2025-05-08 08:13:55;-28.33
2025-05-08 08:13:54;-30.58
2025-05-08 08:13:53;-59.08
2025-05-08 08:13:52;-44.58
2025-05-08 08:13:51;-75.33
2025-05-08 08:13:50;-59.08
2025-05-08 08:13:49;-6.58
2025-05-08 08:13:48;-97.08
2025-05-08 08:13:47;-70.83
2025-05-08 08:13:46;-78.08
2025-05-08 08:13:45;-4.33
2025-05-08 08:13:44;-54.08
2025-05-08 08:13:43;-21.08
2025-05-08 08:13:42;-32.83
2025-05-08 08:13:41;-87.58
2025-05-08 08:13:40;-59.08
2025-05-08 08:13:39;-70.83
2025-05-08 08:13:38;-37.33
2025-05-08 08:13:37;89.92
2025-05-08 08:13:36;54.17
