Fecha y Hora;CV-2042 - Válvula control alimentación vapor arranque
2025-05-08 11:28:01;-37.87
2025-05-08 11:28:00;-40.12
2025-05-08 11:27:59;-11.62
2025-05-08 11:27:58;-49.62
2025-05-08 11:27:57;-89.87
2025-05-08 11:27:56;-73.62
2025-05-08 11:27:55;-4.37
2025-05-08 11:27:54;-90.37
2025-05-08 11:27:53;-28.37
2025-05-08 11:27:52;-65.87
2025-05-08 11:27:51;-25.62
2025-05-08 11:27:50;-54.12
2025-05-08 11:27:49;-63.62
2025-05-08 11:27:48;-80.37
2025-05-08 11:27:47;-2.87
2025-05-08 11:27:46;-98.37
2025-05-08 11:27:45;-38.62
2025-05-08 11:27:44;-4.37
2025-05-08 11:27:43;-99.37
2025-05-08 11:27:42;-54.12
2025-05-08 11:27:41;-6.12
2025-05-08 11:27:40;-94.37
2025-05-08 11:27:39;-42.37
2025-05-08 11:27:38;-49.12
2025-05-08 11:27:37;-54.12
2025-05-08 11:27:36;-18.37
2025-05-08 11:27:35;-89.87
2025-05-08 11:27:34;-13.37
2025-05-08 11:27:33;-32.37
2025-05-08 11:27:32;-82.62
2025-05-08 11:27:31;-99.37
2025-05-08 11:27:30;-35.12
2025-05-08 11:27:29;-20.62
2025-05-08 11:27:28;-82.62
2025-05-08 11:27:27;-25.12
2025-05-08 11:27:26;-56.37
2025-05-08 11:27:25;-68.12
2025-05-08 11:27:24;-6.12
2025-05-08 11:27:23;-41.87
2025-05-08 11:27:22;-94.37
2025-05-08 11:27:21;-92.12
2025-05-08 11:27:20;-36.87
2025-05-08 11:27:19;-46.37
2025-05-08 11:27:18;-18.37
2025-05-08 11:27:17;-77.62
2025-05-08 11:27:16;-11.12
2025-05-08 11:27:15;-32.12
2025-05-08 11:27:14;-61.62
2025-05-08 11:27:13;-63.87
2025-05-08 11:27:12;-48.12
2025-05-08 11:27:11;-98.37
2025-05-08 11:27:10;-22.37
2025-05-08 11:27:09;-62.62
2025-05-08 11:27:08;-41.37
2025-05-08 11:27:07;-55.87
2025-05-08 11:27:06;-46.37
2025-05-08 11:27:05;-10.62
2025-05-08 11:27:04;-0.62
2025-05-08 11:27:03;-5.62
2025-05-08 11:27:02;-60.37
2025-05-08 11:27:01;-53.12
2025-05-08 11:27:00;-20.12
2025-05-08 11:26:59;-72.62
2025-05-08 11:26:58;-72.62
2025-05-08 11:26:57;-93.87
2025-05-08 11:26:56;-50.87
2025-05-08 11:26:55;-36.37
2025-05-08 11:26:54;-96.12
2025-05-08 11:26:53;-84.37
2025-05-08 11:26:52;-10.62
2025-05-08 11:26:51;-5.62
2025-05-08 11:26:50;-69.87
2025-05-08 11:26:49;-26.87
2025-05-08 11:26:48;-93.37
2025-05-08 11:26:47;-26.87
2025-05-08 11:26:46;-38.62
2025-05-08 11:26:45;-48.12
2025-05-08 11:26:44;-66.12
2025-05-08 11:26:43;-25.87
2025-05-08 11:26:42;-18.12
2025-05-08 11:26:41;-43.62
2025-05-08 11:26:40;-55.37
2025-05-08 11:26:39;-50.37
2025-05-08 11:26:38;-50.37
2025-05-08 11:26:37;-29.12
2025-05-08 11:26:36;-55.37
2025-05-08 11:26:35;-26.37
2025-05-08 11:26:34;-97.87
2025-05-08 11:26:33;-81.12
2025-05-08 11:26:32;-76.62
2025-05-08 11:26:31;-64.87
2025-05-08 11:26:30;-45.87
2025-05-08 11:26:29;-0.12
2025-05-08 11:26:28;-78.87
2025-05-08 11:26:27;-83.87
2025-05-08 11:26:26;-48.12
2025-05-08 11:26:25;-45.37
2025-05-08 11:26:24;-87.87
2025-05-08 11:26:23;-9.12
2025-05-08 11:26:22;-49.37
2025-05-08 11:26:21;-63.87
2025-05-08 11:26:20;-75.62
2025-05-08 11:26:19;-15.87
2025-05-08 11:26:18;-54.87
2025-05-08 11:26:17;-92.87
2025-05-08 11:26:16;-45.37
2025-05-08 11:26:15;-21.87
2025-05-08 11:26:14;-64.37
2025-05-08 11:26:13;-68.87
2025-05-08 11:26:12;-38.87
2025-05-08 11:26:11;-22.12
2025-05-08 11:26:10;-60.62
2025-05-08 11:26:09;-4.62
2025-05-08 11:26:08;-24.12
2025-05-08 11:26:07;-99.62
2025-05-08 11:26:06;-59.37
2025-05-08 11:26:05;-28.12
2025-05-08 11:26:04;-95.12
2025-05-08 11:26:03;-73.37
2025-05-08 11:26:02;-68.87
2025-05-08 11:26:01;-90.12
2025-05-08 11:26:00;-11.87
2025-05-08 11:25:59;-64.37
2025-05-08 11:25:58;-61.62
2025-05-08 11:25:57;-66.62
2025-05-08 11:25:56;-37.62
2025-05-08 11:25:55;-57.12
2025-05-08 11:25:54;-28.12
2025-05-08 11:25:53;-11.37
2025-05-08 11:25:52;-28.12
2025-05-08 11:25:51;-54.37
2025-05-08 11:25:50;-78.37
2025-05-08 11:25:49;-1.87
2025-05-08 11:25:48;-87.37
2025-05-08 11:25:47;-75.62
2025-05-08 11:25:46;-28.12
2025-05-08 11:25:45;-61.62
2025-05-08 11:25:44;-18.12
2025-05-08 11:25:43;-58.87
2025-05-08 11:25:42;-77.87
2025-05-08 11:25:41;-2.62
2025-05-08 11:25:40;-10.37
2025-05-08 11:25:39;-81.37
2025-05-08 11:25:38;-25.37
2025-05-08 11:25:37;-49.37
2025-05-08 11:25:36;-56.62
2025-05-08 11:25:35;-1.87
2025-05-08 11:25:34;-27.62
2025-05-08 11:25:33;-20.87
2025-05-08 11:25:32;-28.12
2025-05-08 11:25:31;-51.12
2025-05-08 11:25:30;-14.87
2025-05-08 11:25:29;-29.87
2025-05-08 11:25:28;-0.87
2025-05-08 11:25:27;-3.62
2025-05-08 11:25:26;-6.37
2025-05-08 11:25:25;-58.37
2025-05-08 11:25:24;-77.87
2025-05-08 11:25:23;-34.87
2025-05-08 11:25:22;-86.87
2025-05-08 11:25:21;-34.37
2025-05-08 11:25:20;-20.37
2025-05-08 11:25:19;-67.87
2025-05-08 11:25:18;-77.37
2025-05-08 11:25:17;-84.62
2025-05-08 11:25:16;-18.12
2025-05-08 11:25:15;-58.37
2025-05-08 11:25:14;-60.62
2025-05-08 11:25:13;-51.12
2025-05-08 11:25:12;-86.87
2025-05-08 11:25:11;-96.37
2025-05-08 11:25:10;-53.87
2025-05-08 11:25:09;-85.37
2025-05-08 11:25:08;-52.37
2025-05-08 11:25:07;-66.87
2025-05-08 11:25:06;-60.62
2025-05-08 11:25:05;-50.62
2025-05-08 11:25:04;-8.12
2025-05-08 11:25:03;-34.37
2025-05-08 11:25:02;-39.37
2025-05-08 11:25:01;-46.12
2025-05-08 11:25:00;-38.37
2025-05-08 11:24:59;-62.87
2025-05-08 11:24:58;-62.87
2025-05-08 11:24:57;-41.62
2025-05-08 11:24:56;-72.37
2025-05-08 11:24:55;-19.87
2025-05-08 11:24:54;-8.12
2025-05-08 11:24:53;-27.12
2025-05-08 11:24:52;-76.87
2025-05-08 11:24:51;-53.37
2025-05-08 11:24:50;-41.12
2025-05-08 11:24:49;-19.87
2025-05-08 11:24:48;-71.87
2025-05-08 11:24:47;-62.87
2025-05-08 11:24:46;-17.62
2025-05-08 11:24:45;-67.37
2025-05-08 11:24:44;-19.87
2025-05-08 11:24:43;-14.87
2025-05-08 11:24:42;-72.37
2025-05-08 11:24:41;-86.87
2025-05-08 11:24:40;-81.37
2025-05-08 11:24:39;-99.87
2025-05-08 11:24:38;-64.87
2025-05-08 11:24:37;-36.87
2025-05-08 11:24:36;-84.37
2025-05-08 11:24:35;-88.12
2025-05-08 11:24:34;-57.37
2025-05-08 11:24:33;-81.37
2025-05-08 11:24:32;-74.62
2025-05-08 11:24:31;-26.62
2025-05-08 11:24:30;-90.87
2025-05-08 11:24:29;-36.12
2025-05-08 11:24:28;-26.62
2025-05-08 11:24:27;-67.37
2025-05-08 11:24:26;-12.12
2025-05-08 11:24:25;-83.62
2025-05-08 11:24:24;-84.12
2025-05-08 11:24:23;-62.37
2025-05-08 11:24:22;-55.12
2025-05-08 11:24:21;-4.87
2025-05-08 11:24:20;-85.87
2025-05-08 11:24:19;-88.12
2025-05-08 11:24:18;-7.62
2025-05-08 11:24:17;-12.12
2025-05-08 11:24:16;-14.37
2025-05-08 11:24:15;-93.12
2025-05-08 11:24:14;-2.62
2025-05-08 11:24:13;-33.87
2025-05-08 11:24:12;-76.37
2025-05-08 11:24:11;-19.37
2025-05-08 11:24:10;-23.87
2025-05-08 11:24:09;-38.37
2025-05-08 11:24:08;-59.62
2025-05-08 11:24:07;-45.12
2025-05-08 11:24:06;-63.62
2025-05-08 11:24:05;-55.87
2025-05-08 11:24:04;-8.37
2025-05-08 11:24:03;-2.12
2025-05-08 11:24:02;-54.62
2025-05-08 11:24:01;-97.12
2025-05-08 11:24:00;-99.87
2025-05-08 11:23:59;-7.12
2025-05-08 11:23:58;-33.37
2025-05-08 11:23:57;-37.87
2025-05-08 11:23:56;-52.37
2025-05-08 11:23:55;-47.37
2025-05-08 11:23:54;-80.87
2025-05-08 11:23:53;-21.62
2025-05-08 11:23:52;-97.62
2025-05-08 11:23:51;-90.37
2025-05-08 11:23:50;-48.62
2025-05-08 11:23:49;-64.12
2025-05-08 11:23:48;-35.12
2025-05-08 11:23:47;-25.12
2025-05-08 11:23:46;-70.37
2025-05-08 11:23:45;-63.12
2025-05-08 11:23:44;-74.87
2025-05-08 11:23:43;-73.62
2025-05-08 11:23:42;-56.87
2025-05-08 11:23:41;-99.37
2025-05-08 11:23:40;-99.37
2025-05-08 11:23:39;-40.12
2025-05-08 11:23:38;-42.37
2025-05-08 11:23:37;-78.12
2025-05-08 11:23:36;-97.12
2025-05-08 11:23:35;-51.37
2025-05-08 11:23:34;-7.87
2025-05-08 11:23:33;-67.62
2025-05-08 11:23:32;-44.62
2025-05-08 11:23:31;-34.62
2025-05-08 11:23:30;-61.37
2025-05-08 11:23:29;-22.87
2025-05-08 11:23:28;-63.62
2025-05-08 11:23:27;-70.87
2025-05-08 11:23:26;-46.37
2025-05-08 11:23:25;-27.87
2025-05-08 11:23:24;-51.87
2025-05-08 11:23:23;-16.12
2025-05-08 11:23:22;-89.37
2025-05-08 11:23:21;-77.62
2025-05-08 11:23:20;-84.87
2025-05-08 11:23:19;-49.12
2025-05-08 11:23:18;-58.62
2025-05-08 11:23:17;-84.37
2025-05-08 11:23:16;-17.87
2025-05-08 11:23:15;-39.12
2025-05-08 11:23:14;-51.37
2025-05-08 11:23:13;-25.12
2025-05-08 11:23:12;-6.12
2025-05-08 11:23:11;-31.87
2025-05-08 11:23:10;-51.37
2025-05-08 11:23:09;-77.62
2025-05-08 11:23:08;-84.87
2025-05-08 11:23:07;-27.37
2025-05-08 11:23:06;-77.12
2025-05-08 11:23:05;-84.37
2025-05-08 11:23:04;-60.87
2025-05-08 11:23:03;-23.62
2025-05-08 11:23:02;-16.37
2025-05-08 11:23:01;-33.12
2025-05-08 11:23:00;-82.12
2025-05-08 11:22:59;-74.87
2025-05-08 11:22:58;-10.62
2025-05-08 11:22:57;-89.37
2025-05-08 11:22:56;-53.62
2025-05-08 11:22:55;-28.62
2025-05-08 11:22:54;-81.12
2025-05-08 11:22:53;-14.62
2025-05-08 11:22:52;-66.62
2025-05-08 11:22:51;-34.12
2025-05-08 11:22:50;-15.12
2025-05-08 11:22:49;-34.12
2025-05-08 11:22:48;-58.12
2025-05-08 11:22:47;-60.37
2025-05-08 11:22:46;-10.62
2025-05-08 11:22:45;-64.87
2025-05-08 11:22:44;-26.87
2025-05-08 11:22:43;-53.12
2025-05-08 11:22:42;-29.12
2025-05-08 11:22:41;-24.62
2025-05-08 11:22:40;-62.12
2025-05-08 11:22:39;-7.87
2025-05-08 11:22:38;-95.62
2025-05-08 11:22:37;-65.37
2025-05-08 11:22:36;-67.62
2025-05-08 11:22:35;-60.37
2025-05-08 11:22:34;-62.62
2025-05-08 11:22:33;-69.87
2025-05-08 11:22:32;-93.87
2025-05-08 11:22:31;-47.12
2025-05-08 11:22:30;-30.37
2025-05-08 11:22:29;-5.12
2025-05-08 11:22:28;-76.62
2025-05-08 11:22:27;-2.37
2025-05-08 11:22:26;-95.62
2025-05-08 11:22:25;41.63
2025-05-08 11:22:24;-26.87
2025-05-08 11:22:23;-64.87
2025-05-08 11:22:22;-83.87
2025-05-08 11:22:21;-55.37
2025-05-08 11:22:20;-43.12
2025-05-08 11:22:19;-33.12
2025-05-08 11:22:18;-43.12
2025-05-08 11:22:17;-5.12
2025-05-08 11:22:16;-19.12
2025-05-08 11:22:15;-57.62
2025-05-08 11:22:14;-93.37
2025-05-08 11:22:13;-71.62
2025-05-08 11:22:12;-73.87
2025-05-08 11:22:11;-52.62
2025-05-08 11:22:10;-35.87
2025-05-08 11:22:09;-78.87
2025-05-08 11:22:08;-38.12
2025-05-08 11:22:07;-81.12
2025-05-08 11:22:06;-59.37
2025-05-08 11:22:05;-49.87
2025-05-08 11:22:04;-44.87
2025-05-08 11:22:03;36.63
2025-05-08 11:22:02;22.13
2025-05-08 11:22:01;93.63
2025-05-08 11:22:00;69.38
2025-05-08 11:21:59;80.13
2025-05-08 11:21:58;41.63
2025-05-08 11:21:57;-40.37
2025-05-08 11:21:56;-76.12
2025-05-08 11:21:55;-43.12
2025-05-08 11:21:54;-42.62
2025-05-08 11:21:53;-1.87
2025-05-08 11:21:52;-2.37
2025-05-08 11:21:51;-42.62
2025-05-08 11:21:50;-68.87
2025-05-08 11:21:49;-59.37
2025-05-08 11:21:48;-68.87
2025-05-08 11:21:47;-38.12
2025-05-08 11:21:46;-59.37
2025-05-08 11:21:45;-28.12
2025-05-08 11:21:44;-47.12
2025-05-08 11:21:43;-80.62
2025-05-08 11:21:42;-87.87
2025-05-08 11:21:41;-6.87
2025-05-08 11:21:40;-14.12
2025-05-08 11:21:39;-9.12
2025-05-08 11:21:38;-6.87
2025-05-08 11:21:37;-37.62
2025-05-08 11:21:36;-80.62
2025-05-08 11:21:35;-30.37
2025-05-08 11:21:34;-30.87
2025-05-08 11:21:33;-25.87
2025-05-08 11:21:32;22.13
2025-05-08 11:21:31;22.13
2025-05-08 11:21:30;76.88
2025-05-08 11:21:29;-28.12
2025-05-08 11:21:28;92.88
2025-05-08 11:21:27;21.38
2025-05-08 11:21:26;-1.87
2025-05-08 11:21:25;0.88
2025-05-08 11:21:24;98.63
2025-05-08 11:21:23;62.88
2025-05-08 11:21:22;36.63
2025-05-08 11:21:21;36.63
2025-05-08 11:21:20;3.13
2025-05-08 11:21:19;12.63
2025-05-08 11:21:18;84.13
2025-05-08 11:21:17;89.13
2025-05-08 11:21:16;89.13
2025-05-08 11:21:15;79.63
2025-05-08 11:21:14;3.13
2025-05-08 11:21:13;55.63
2025-05-08 11:21:12;0.88
2025-05-08 11:21:11;62.13
2025-05-08 11:21:10;16.38
2025-05-08 11:21:09;43.13
2025-05-08 11:21:08;49.88
2025-05-08 11:21:07;60.63
2025-05-08 11:21:06;89.13
2025-05-08 11:21:05;10.88
2025-05-08 11:21:04;24.88
2025-05-08 11:21:03;20.38
2025-05-08 11:21:02;29.38
2025-05-08 11:21:01;15.38
2025-05-08 11:21:00;36.63
2025-05-08 11:20:59;94.13
2025-05-08 11:20:58;51.13
2025-05-08 11:20:57;69.38
2025-05-08 11:20:56;23.63
2025-05-08 11:20:55;31.38
2025-05-08 11:20:54;65.63
2025-05-08 11:20:53;18.13
2025-05-08 11:20:52;20.38
2025-05-08 11:20:51;46.63
2025-05-08 11:20:50;32.13
2025-05-08 11:20:49;86.88
2025-05-08 11:20:48;13.63
2025-05-08 11:20:47;60.63
2025-05-08 11:20:46;37.63
2025-05-08 11:20:45;56.13
2025-05-08 11:20:44;75.13
2025-05-08 11:20:43;32.63
2025-05-08 11:20:42;89.63
2025-05-08 11:20:41;82.38
2025-05-08 11:20:40;99.13
2025-05-08 11:20:39;84.63
2025-05-08 11:20:38;70.63
2025-05-08 11:20:37;30.38
2025-05-08 11:20:36;80.13
2025-05-08 11:20:35;34.88
2025-05-08 11:20:34;20.88
2025-05-08 11:20:33;51.63
2025-05-08 11:20:32;18.13
2025-05-08 11:20:31;11.38
2025-05-08 11:20:30;71.13
2025-05-08 11:20:29;72.88
2025-05-08 11:20:28;61.13
2025-05-08 11:20:27;42.13
2025-05-08 11:20:26;77.88
2025-05-08 11:20:25;91.13
2025-05-08 11:20:24;31.38
2025-05-08 11:20:23;23.63
2025-05-08 11:20:22;4.63
2025-05-08 11:20:21;23.63
2025-05-08 11:20:20;21.88
2025-05-08 11:20:19;36.38
2025-05-08 11:20:18;54.88
2025-05-08 11:20:17;14.63
2025-05-08 11:20:16;0.13
2025-05-08 11:20:15;87.88
2025-05-08 11:20:14;28.63
2025-05-08 11:20:13;90.63
2025-05-08 11:20:12;47.63
2025-05-08 11:20:11;42.63
2025-05-08 11:20:10;35.38
2025-05-08 11:20:09;73.88
2025-05-08 11:20:08;61.63
2025-05-08 11:20:07;17.38
2025-05-08 11:20:06;28.63
2025-05-08 11:20:05;81.13
2025-05-08 11:20:04;14.13
2025-05-08 11:20:03;16.38
2025-05-08 11:20:02;59.38
2025-05-08 11:20:01;90.13
2025-05-08 11:20:00;11.88
2025-05-08 11:19:59;62.13
2025-05-08 11:19:58;87.88
2025-05-08 11:19:57;23.63
2025-05-08 11:19:56;92.88
2025-05-08 11:19:55;90.63
2025-05-08 11:19:54;58.63
2025-05-08 11:19:53;49.13
2025-05-08 11:19:52;22.88
2025-05-08 11:19:51;31.38
2025-05-08 11:19:50;62.13
2025-05-08 11:19:49;7.38
2025-05-08 11:19:48;52.63
2025-05-08 11:19:47;72.13
2025-05-08 11:19:46;14.63
2025-05-08 11:19:45;19.63
2025-05-08 11:19:44;73.88
2025-05-08 11:19:43;97.88
2025-05-08 11:19:42;47.63
2025-05-08 11:19:41;74.38
2025-05-08 11:19:40;57.63
2025-05-08 11:19:39;47.63
2025-05-08 11:19:38;48.63
2025-05-08 11:19:37;10.13
2025-05-08 11:19:36;52.63
2025-05-08 11:19:35;43.63
2025-05-08 11:19:34;36.38
2025-05-08 11:19:33;86.13
2025-05-08 11:19:32;62.13
2025-05-08 11:19:31;69.38
2025-05-08 11:19:30;98.38
2025-05-08 11:19:29;34.13
2025-05-08 11:19:28;19.63
2025-05-08 11:19:27;18.38
2025-05-08 11:19:26;27.38
2025-05-08 11:19:25;67.63
2025-05-08 11:19:24;18.38
2025-05-08 11:19:23;62.63
2025-05-08 11:19:22;50.13
2025-05-08 11:19:21;61.38
2025-05-08 11:19:20;26.13
2025-05-08 11:19:19;96.63
2025-05-08 11:19:18;64.88
2025-05-08 11:19:17;62.63
2025-05-08 11:19:16;83.88
2025-05-08 11:19:15;36.38
2025-05-08 11:19:14;45.88
2025-05-08 11:19:13;81.63
2025-05-08 11:19:12;60.38
2025-05-08 11:19:11;98.38
2025-05-08 11:19:10;31.88
2025-05-08 11:19:09;39.13
2025-05-08 11:19:08;53.13
2025-05-08 11:19:07;41.38
2025-05-08 11:19:06;98.88
2025-05-08 11:19:05;79.88
2025-05-08 11:19:04;29.63
2025-05-08 11:19:03;22.38
2025-05-08 11:19:02;60.88
2025-05-08 11:19:01;55.88
2025-05-08 11:19:00;50.88
2025-05-08 11:18:59;10.63
2025-05-08 11:18:58;8.38
2025-05-08 11:18:57;63.13
2025-05-08 11:18:56;15.63
2025-05-08 11:18:55;63.13
2025-05-08 11:18:54;60.38
2025-05-08 11:18:53;6.63
2025-05-08 11:18:52;96.63
2025-05-08 11:18:51;75.88
2025-05-08 11:18:50;69.63
2025-05-08 11:18:49;50.13
2025-05-08 11:18:48;18.38
2025-05-08 11:18:47;65.88
2025-05-08 11:18:46;41.88
2025-05-08 11:18:45;25.13
2025-05-08 11:18:44;20.63
2025-05-08 11:18:43;13.38
2025-05-08 11:18:42;58.63
2025-05-08 11:18:41;35.13
2025-05-08 11:18:40;34.63
2025-05-08 11:18:39;77.63
2025-05-08 11:18:38;13.38
2025-05-08 11:18:37;32.88
2025-05-08 11:18:36;39.63
2025-05-08 11:18:35;66.88
2025-05-08 11:18:34;52.38
2025-05-08 11:18:33;80.88
2025-05-08 11:18:32;49.63
2025-05-08 11:18:31;51.88
2025-05-08 11:18:30;96.63
2025-05-08 11:18:29;49.13
2025-05-08 11:18:28;37.38
2025-05-08 11:18:27;20.63
2025-05-08 11:18:26;25.63
2025-05-08 11:18:25;49.63
2025-05-08 11:18:24;54.13
2025-05-08 11:18:23;78.13
2025-05-08 11:18:22;13.88
2025-05-08 11:18:21;21.13
2025-05-08 11:18:20;32.88
2025-05-08 11:18:19;36.63
2025-05-08 11:18:18;38.38
2025-05-08 11:18:17;52.38
2025-05-08 11:18:16;25.63
2025-05-08 11:18:15;37.88
2025-05-08 11:18:14;2.13
2025-05-08 11:18:13;11.63
2025-05-08 11:18:12;40.13
2025-05-08 11:18:11;99.88
2025-05-08 11:18:10;69.13
2025-05-08 11:18:09;18.88
2025-05-08 11:18:08;7.13
2025-05-08 11:18:07;21.13
2025-05-08 11:18:06;28.38
2025-05-08 11:18:05;75.88
2025-05-08 11:18:04;78.13
2025-05-08 11:18:03;14.38
2025-05-08 11:18:02;99.88
2025-05-08 11:18:01;64.63
2025-05-08 11:18:00;99.88
2025-05-08 11:17:59;71.38
2025-05-08 11:17:58;14.38
2025-05-08 11:17:57;78.63
2025-05-08 11:17:56;11.63
2025-05-08 11:17:55;59.63
2025-05-08 11:17:54;14.38
2025-05-08 11:17:53;97.63
2025-05-08 11:17:52;31.13
2025-05-08 11:17:51;26.13
2025-05-08 11:17:50;99.88
2025-05-08 11:17:49;14.38
2025-05-08 11:17:48;59.63
2025-05-08 11:17:47;77.38
2025-05-08 11:17:46;3.13
2025-05-08 11:17:45;88.63
2025-05-08 11:17:44;98.13
2025-05-08 11:17:43;96.38
2025-05-08 11:17:42;53.88
2025-05-08 11:17:41;86.88
2025-05-08 11:17:40;39.38
2025-05-08 11:17:39;23.88
2025-05-08 11:17:38;33.88
2025-05-08 11:17:37;64.63
2025-05-08 11:17:36;88.63
2025-05-08 11:17:35;66.88
2025-05-08 11:17:34;38.38
2025-05-08 11:17:33;2.63
2025-05-08 11:17:32;14.88
2025-05-08 11:17:31;33.88
2025-05-08 11:17:30;85.88
2025-05-08 11:17:29;36.63
2025-05-08 11:17:28;53.38
2025-05-08 11:17:27;81.38
2025-05-08 11:17:26;12.13
2025-05-08 11:17:25;12.13
2025-05-08 11:17:24;67.38
2025-05-08 11:17:23;71.88
2025-05-08 11:17:22;53.38
2025-05-08 11:17:21;7.63
2025-05-08 11:17:20;36.13
2025-05-08 11:17:19;48.38
2025-05-08 11:17:18;55.63
2025-05-08 11:17:17;93.63
2025-05-08 11:17:16;73.38
2025-05-08 11:17:15;92.88
2025-05-08 11:17:14;83.38
2025-05-08 11:17:13;72.38
2025-05-08 11:17:12;95.88
2025-05-08 11:17:11;5.38
2025-05-08 11:17:10;22.13
2025-05-08 11:17:09;60.13
2025-05-08 11:17:08;53.38
2025-05-08 11:17:07;86.88
2025-05-08 11:17:06;5.38
2025-05-08 11:17:05;5.88
2025-05-08 11:17:04;84.13
2025-05-08 11:17:03;22.13
2025-05-08 11:17:02;79.63
2025-05-08 11:17:01;86.88
2025-05-08 11:17:00;1.38
2025-05-08 11:16:59;91.38
2025-05-08 11:16:58;46.63
2025-05-08 11:16:57;8.13
2025-05-08 11:16:56;51.13
2025-05-08 11:16:55;72.38
2025-05-08 11:16:54;67.88
2025-05-08 11:16:53;89.13
2025-05-08 11:16:52;42.63
2025-05-08 11:16:51;11.38
2025-05-08 11:16:50;59.38
2025-05-08 11:16:49;25.88
2025-05-08 11:16:48;56.63
2025-05-08 11:16:47;32.63
2025-05-08 11:16:46;56.13
2025-05-08 11:16:45;66.13
2025-05-08 11:16:44;40.88
2025-05-08 11:16:43;25.88
2025-05-08 11:16:42;76.13
2025-05-08 11:16:41;22.63
2025-05-08 11:16:40;13.13
2025-05-08 11:16:39;11.38
2025-05-08 11:16:38;87.38
2025-05-08 11:16:37;80.13
2025-05-08 11:16:36;48.88
2025-05-08 11:16:35;94.63
2025-05-08 11:16:34;18.13
2025-05-08 11:16:33;65.63
2025-05-08 11:16:32;4.13
2025-05-08 11:16:31;84.63
2025-05-08 11:16:30;3.63
2025-05-08 11:16:29;49.38
2025-05-08 11:16:28;27.63
2025-05-08 11:16:27;63.38
2025-05-08 11:16:26;44.38
2025-05-08 11:16:25;16.38
2025-05-08 11:16:24;61.13
2025-05-08 11:16:23;28.13
2025-05-08 11:16:22;52.13
2025-05-08 11:16:21;28.13
2025-05-08 11:16:20;16.38
2025-05-08 11:16:19;78.38
2025-05-08 11:16:18;23.13
2025-05-08 11:16:17;23.63
2025-05-08 11:16:16;40.38
2025-05-08 11:16:15;92.88
2025-05-08 11:16:14;97.88
2025-05-08 11:16:13;15.13
2025-05-08 11:16:12;31.38
2025-05-08 11:16:11;3.38
2025-05-08 11:16:10;61.63
2025-05-08 11:16:09;62.13
2025-05-08 11:16:08;49.38
2025-05-08 11:16:07;97.38
2025-05-08 11:16:06;61.63
2025-05-08 11:16:05;44.88
2025-05-08 11:16:04;23.63
2025-05-08 11:16:03;33.13
2025-05-08 11:16:02;97.38
2025-05-08 11:16:01;80.63
2025-05-08 11:16:00;88.38
2025-05-08 11:15:59;45.88
2025-05-08 11:15:58;38.63
2025-05-08 11:15:57;0.13
2025-05-08 11:15:56;33.63
2025-05-08 11:15:55;81.13
2025-05-08 11:15:54;35.88
2025-05-08 11:15:53;61.63
2025-05-08 11:15:52;92.88
2025-05-08 11:15:51;45.38
2025-05-08 11:15:50;83.38
2025-05-08 11:15:49;95.63
2025-05-08 11:15:48;33.13
2025-05-08 11:15:47;5.13
2025-05-08 11:15:46;14.63
2025-05-08 11:15:45;69.38
2025-05-08 11:15:44;95.13
2025-05-08 11:15:43;21.38
2025-05-08 11:15:42;22.88
2025-05-08 11:15:41;63.63
2025-05-08 11:15:40;89.88
2025-05-08 11:15:39;54.88
2025-05-08 11:15:38;12.38
2025-05-08 11:15:37;16.88
2025-05-08 11:15:36;83.88
2025-05-08 11:15:35;91.13
2025-05-08 11:15:34;71.63
2025-05-08 11:15:33;38.63
2025-05-08 11:15:32;92.88
2025-05-08 11:15:31;50.38
2025-05-08 11:15:30;19.13
2025-05-08 11:15:29;48.13
2025-05-08 11:15:28;40.88
2025-05-08 11:15:27;90.63
2025-05-08 11:15:26;5.13
2025-05-08 11:15:25;7.88
2025-05-08 11:15:24;95.63
2025-05-08 11:15:23;76.63
2025-05-08 11:15:22;53.13
2025-05-08 11:15:21;34.13
2025-05-08 11:15:20;50.38
2025-05-08 11:15:19;86.13
2025-05-08 11:15:18;57.63
2025-05-08 11:15:17;55.38
2025-05-08 11:15:16;83.88
2025-05-08 11:15:15;26.38
2025-05-08 11:15:14;88.88
2025-05-08 11:15:13;3.38
2025-05-08 11:15:12;64.88
2025-05-08 11:15:11;34.13
2025-05-08 11:15:10;11.63
2025-05-08 11:15:09;46.38
2025-05-08 11:15:08;83.63
2025-05-08 11:15:07;82.63
2025-05-08 11:15:06;87.13
2025-05-08 11:15:05;16.13
2025-05-08 11:15:04;72.13
2025-05-08 11:15:03;82.13
2025-05-08 11:15:02;77.13
2025-05-08 11:15:01;84.38
2025-05-08 11:15:00;64.88
2025-05-08 11:14:59;55.88
2025-05-08 11:14:58;91.63
2025-05-08 11:14:57;63.13
2025-05-08 11:14:56;84.38
2025-05-08 11:14:55;36.88
2025-05-08 11:14:54;6.13
2025-05-08 11:14:53;58.13
2025-05-08 11:14:52;29.63
2025-05-08 11:14:51;36.88
2025-05-08 11:14:50;89.38
2025-05-08 11:14:49;96.63
2025-05-08 11:14:48;12.88
2025-05-08 11:14:47;51.38
2025-05-08 11:14:46;96.13
2025-05-08 11:14:45;41.88
2025-05-08 11:14:44;82.13
2025-05-08 11:14:43;41.88
