Fecha y Hora;TT-2015 - Temperatura mezclador M-201
2025-05-08 06:03:19;-0.47
2025-05-08 06:03:18;-0.47
2025-05-08 06:03:17;-9.97
2025-05-08 06:03:16;-21.72
2025-05-08 06:03:15;-89.47
2025-05-08 06:03:14;-2.22
2025-05-08 06:03:13;-93.97
2025-05-08 06:03:12;-47.47
2025-05-08 06:03:11;-87.22
2025-05-08 06:03:10;-86.47
2025-05-08 06:03:09;-33.47
2025-05-08 06:03:08;-48.72
2025-05-08 06:03:07;-14.47
2025-05-08 06:03:06;-63.72
2025-05-08 06:03:05;-27.97
2025-05-08 06:03:04;-65.97
2025-05-08 06:03:03;-73.22
2025-05-08 06:03:02;-49.72
2025-05-08 06:03:01;-37.97
2025-05-08 06:03:00;-78.72
2025-05-08 06:02:59;-59.72
2025-05-08 06:02:58;-80.97
2025-05-08 06:02:57;-50.22
2025-05-08 06:02:56;-71.47
2025-05-08 06:02:55;-26.22
2025-05-08 06:02:54;-74.22
2025-05-08 06:02:53;-47.47
2025-05-08 06:02:52;-69.22
2025-05-08 06:02:51;-54.72
2025-05-08 06:02:50;-45.22
2025-05-08 06:02:49;-97.22
2025-05-08 06:02:48;-33.47
2025-05-08 06:02:47;-14.47
2025-05-08 06:02:46;-7.22
2025-05-08 06:02:45;-18.97
2025-05-08 06:02:44;-90.97
2025-05-08 06:02:43;-41.97
2025-05-08 06:02:42;-58.22
2025-05-08 06:02:41;-78.97
2025-05-08 06:02:40;-70.47
2025-05-08 06:02:39;-41.47
2025-05-08 06:02:38;-59.72
2025-05-08 06:02:37;-78.22
2025-05-08 06:02:36;-44.72
2025-05-08 06:02:35;-2.22
2025-05-08 06:02:34;-88.22
2025-05-08 06:02:33;-23.47
2025-05-08 06:02:32;-37.97
2025-05-08 06:02:31;-54.72
2025-05-08 06:02:30;-21.22
2025-05-08 06:02:29;-54.72
2025-05-08 06:02:28;-99.47
2025-05-08 06:02:27;-59.22
2025-05-08 06:02:26;-68.72
2025-05-08 06:02:25;-18.97
2025-05-08 06:02:24;-83.22
2025-05-08 06:02:23;-94.97
2025-05-08 06:02:22;-37.47
2025-05-08 06:02:21;-47.47
2025-05-08 06:02:20;-42.47
2025-05-08 06:02:19;-21.22
2025-05-08 06:02:18;-2.22
2025-05-08 06:02:17;-92.72
2025-05-08 06:02:16;-53.72
2025-05-08 06:02:15;-25.22
2025-05-08 06:02:14;-70.47
2025-05-08 06:02:13;-36.47
2025-05-08 06:02:12;-63.97
2025-05-08 06:02:11;-49.97
2025-05-08 06:02:10;-77.97
2025-05-08 06:02:09;-56.72
2025-05-08 06:02:08;-86.22
2025-05-08 06:02:07;-44.72
2025-05-08 06:02:06;-97.22
2025-05-08 06:02:05;-22.97
2025-05-08 06:02:04;-60.97
2025-05-08 06:02:03;-32.47
2025-05-08 06:02:02;-56.47
2025-05-08 06:02:01;-84.97
2025-05-08 06:02:00;-87.22
2025-05-08 06:01:59;-8.47
2025-05-08 06:01:58;-82.72
2025-05-08 06:01:57;-63.72
2025-05-08 06:01:56;-56.47
2025-05-08 06:01:55;-70.47
2025-05-08 06:01:54;-30.22
2025-05-08 06:01:53;-58.72
2025-05-08 06:01:52;-3.97
2025-05-08 06:01:51;-24.72
2025-05-08 06:01:50;-89.47
2025-05-08 06:01:49;-1.22
2025-05-08 06:01:48;-39.72
2025-05-08 06:01:47;-20.72
2025-05-08 06:01:46;-72.72
2025-05-08 06:01:45;-60.97
2025-05-08 06:01:44;-39.72
2025-05-08 06:01:43;-13.47
2025-05-08 06:01:42;-92.22
2025-05-08 06:01:41;-84.97
2025-05-08 06:01:40;-97.47
2025-05-08 06:01:39;-41.47
2025-05-08 06:01:38;-30.97
2025-05-08 06:01:37;-92.47
2025-05-08 06:01:36;-73.97
2025-05-08 06:01:35;-89.47
2025-05-08 06:01:34;-29.72
2025-05-08 06:01:33;-92.22
2025-05-08 06:01:32;-98.97
2025-05-08 06:01:31;-67.72
2025-05-08 06:01:30;-94.47
2025-05-08 06:01:29;-93.97
2025-05-08 06:01:28;-17.97
2025-05-08 06:01:27;-74.97
2025-05-08 06:01:26;-79.47
2025-05-08 06:01:25;-3.47
2025-05-08 06:01:24;-45.97
2025-05-08 06:01:23;-40.97
2025-05-08 06:01:22;-95.72
2025-05-08 06:01:21;-14.72
2025-05-08 06:01:20;-40.97
2025-05-08 06:01:19;-62.22
2025-05-08 06:01:18;-21.97
2025-05-08 06:01:17;-79.47
2025-05-08 06:01:16;-77.22
2025-05-08 06:01:15;-10.22
2025-05-08 06:01:14;-31.97
2025-05-08 06:01:13;-19.72
2025-05-08 06:01:12;-19.72
2025-05-08 06:01:11;-72.22
2025-05-08 06:01:10;-0.72
2025-05-08 06:01:09;-24.72
2025-05-08 06:01:08;-67.22
2025-05-08 06:01:07;-68.47
2025-05-08 06:01:06;-59.47
2025-05-08 06:01:05;-18.72
2025-05-08 06:01:04;-56.72
2025-05-08 06:01:03;-96.22
2025-05-08 06:01:02;-53.22
2025-05-08 06:01:01;-60.47
2025-05-08 06:01:00;-5.22
2025-05-08 06:00:59;-77.22
2025-05-08 06:00:58;-15.22
2025-05-08 06:00:57;-7.97
2025-05-08 06:00:56;-98.47
2025-05-08 06:00:55;-38.72
2025-05-08 06:00:54;-15.22
2025-05-08 06:00:53;-2.97
2025-05-08 06:00:52;-40.97
2025-05-08 06:00:51;-31.47
2025-05-08 06:00:50;-57.72
2025-05-08 06:00:49;-78.97
2025-05-08 06:00:48;-29.22
2025-05-08 06:00:47;-79.47
2025-05-08 06:00:46;-62.72
2025-05-08 06:00:45;-33.72
2025-05-08 06:00:44;-40.97
2025-05-08 06:00:43;-29.22
2025-05-08 06:00:42;-45.47
2025-05-08 06:00:41;-26.97
2025-05-08 06:00:40;-45.97
2025-05-08 06:00:39;-31.47
2025-05-08 06:00:38;-29.22
2025-05-08 06:00:37;-86.22
2025-05-08 06:00:36;-37.72
2025-05-08 06:00:35;-80.22
2025-05-08 06:00:34;-20.47
2025-05-08 06:00:33;-27.22
2025-05-08 06:00:32;-75.72
2025-05-08 06:00:31;-39.47
2025-05-08 06:00:30;-68.97
2025-05-08 06:00:29;-44.47
2025-05-08 06:00:28;-61.22
2025-05-08 06:00:27;-90.22
2025-05-08 06:00:26;-1.97
2025-05-08 06:00:25;-95.72
2025-05-08 06:00:24;-7.47
2025-05-08 06:00:23;-73.97
2025-05-08 06:00:22;-0.22
2025-05-08 06:00:21;-97.97
2025-05-08 06:00:20;-7.47
2025-05-08 06:00:19;-71.22
2025-05-08 06:00:18;-2.47
2025-05-08 06:00:17;-35.97
2025-05-08 06:00:16;-23.72
2025-05-08 06:00:15;-40.47
2025-05-08 06:00:14;-85.72
2025-05-08 06:00:13;-21.47
2025-05-08 06:00:12;-64.47
2025-05-08 06:00:11;-78.97
2025-05-08 06:00:10;-28.72
2025-05-08 06:00:09;-90.72
2025-05-08 06:00:08;-19.22
2025-05-08 06:00:07;-0.22
2025-05-08 06:00:06;-47.72
2025-05-08 06:00:05;-10.47
2025-05-08 06:00:04;-84.72
2025-05-08 06:00:03;-11.47
2025-05-08 06:00:02;-12.72
2025-05-08 06:00:01;-84.22
2025-05-08 06:00:00;-23.72
2025-05-08 05:59:59;-44.97
2025-05-08 05:59:58;-71.22
2025-05-08 05:59:57;-78.47
2025-05-08 05:59:56;-90.22
2025-05-08 05:59:55;-52.22
2025-05-08 05:59:54;-68.97
2025-05-08 05:59:53;-71.22
2025-05-08 05:59:52;-63.97
2025-05-08 05:59:51;-80.72
2025-05-08 05:59:50;-87.97
2025-05-08 05:59:49;-56.72
2025-05-08 05:59:48;-73.47
2025-05-08 05:59:47;-44.97
2025-05-08 05:59:46;-66.22
2025-05-08 05:59:45;-58.97
2025-05-08 05:59:44;-61.22
2025-05-08 05:59:43;-40.47
2025-05-08 05:59:42;-37.72
2025-05-08 05:59:41;-53.97
2025-05-08 05:59:40;-67.97
2025-05-08 05:59:39;-20.47
2025-05-08 05:59:38;-74.72
2025-05-08 05:59:37;-36.72
2025-05-08 05:59:36;-25.47
2025-05-08 05:59:35;-88.72
2025-05-08 05:59:34;-65.72
2025-05-08 05:59:33;-57.47
2025-05-08 05:59:32;-57.97
2025-05-08 05:59:31;-50.22
2025-05-08 05:59:30;-24.47
2025-05-08 05:59:29;-34.97
2025-05-08 05:59:28;-77.47
2025-05-08 05:59:27;-34.47
2025-05-08 05:59:26;-34.97
2025-05-08 05:59:25;-82.97
2025-05-08 05:59:24;-62.97
2025-05-08 05:59:23;-34.97
2025-05-08 05:59:22;-85.22
2025-05-08 05:59:21;-1.97
2025-05-08 05:59:20;-27.72
2025-05-08 05:59:19;-20.97
2025-05-08 05:59:18;-13.72
2025-05-08 05:59:17;-61.22
2025-05-08 05:59:16;-58.97
2025-05-08 05:59:15;-20.47
2025-05-08 05:59:14;-6.47
2025-05-08 05:59:13;-58.97
2025-05-08 05:59:12;-94.22
2025-05-08 05:59:11;-72.97
2025-05-08 05:59:10;-44.47
2025-05-08 05:59:09;-53.97
2025-05-08 05:59:08;-75.22
2025-05-08 05:59:07;-66.22
2025-05-08 05:59:06;-34.97
2025-05-08 05:59:05;-48.97
2025-05-08 05:59:04;-75.22
2025-05-08 05:59:03;-27.72
2025-05-08 05:59:02;-54.72
2025-05-08 05:59:01;-19.97
2025-05-08 05:59:00;-88.22
2025-05-08 05:58:59;-90.47
2025-05-08 05:58:58;-55.72
2025-05-08 05:58:57;-3.72
2025-05-08 05:58:56;-13.22
2025-05-08 05:58:55;-63.47
2025-05-08 05:58:54;-96.47
2025-05-08 05:58:53;-48.97
2025-05-08 05:58:52;-67.97
2025-05-08 05:58:51;-20.47
2025-05-08 05:58:50;-1.47
2025-05-08 05:58:49;-71.47
2025-05-08 05:58:48;-19.47
2025-05-08 05:58:47;-49.72
2025-05-08 05:58:46;-40.72
2025-05-08 05:58:45;-60.22
2025-05-08 05:58:44;-19.47
2025-05-08 05:58:43;-81.47
2025-05-08 05:58:42;-62.97
2025-05-08 05:58:41;-27.72
2025-05-08 05:58:40;-24.97
2025-05-08 05:58:39;-48.47
2025-05-08 05:58:38;-70.22
2025-05-08 05:58:37;-3.72
2025-05-08 05:58:36;-39.47
2025-05-08 05:58:35;-51.22
2025-05-08 05:58:34;-86.97
2025-05-08 05:58:33;-43.97
2025-05-08 05:58:32;-18.22
2025-05-08 05:58:31;-96.47
2025-05-08 05:58:30;-55.97
2025-05-08 05:58:29;-21.72
2025-05-08 05:58:28;-65.97
2025-05-08 05:58:27;-4.47
2025-05-08 05:58:26;-93.72
2025-05-08 05:58:25;-3.22
2025-05-08 05:58:24;-7.72
2025-05-08 05:58:23;-62.97
2025-05-08 05:58:22;-67.47
2025-05-08 05:58:21;-43.47
2025-05-08 05:58:20;-3.22
2025-05-08 05:58:19;-52.97
2025-05-08 05:58:18;-69.72
2025-05-08 05:58:17;-90.97
2025-05-08 05:58:16;-4.97
2025-05-08 05:58:15;-27.22
2025-05-08 05:58:14;-0.47
2025-05-08 05:58:13;-26.72
2025-05-08 05:58:12;-60.22
2025-05-08 05:58:11;-36.22
2025-05-08 05:58:10;-3.22
2025-05-08 05:58:09;-43.97
2025-05-08 05:58:08;-46.22
2025-05-08 05:58:07;-24.47
2025-05-08 05:58:06;-12.72
2025-05-08 05:58:05;-86.47
2025-05-08 05:58:04;-97.72
2025-05-08 05:58:03;-28.97
2025-05-08 05:58:02;-33.97
2025-05-08 05:58:01;-99.97
2025-05-08 05:58:00;-48.47
2025-05-08 05:57:59;-63.72
2025-05-08 05:57:58;-41.97
2025-05-08 05:57:57;-19.72
2025-05-08 05:57:56;-77.72
2025-05-08 05:57:55;-24.72
2025-05-08 05:57:54;-63.72
2025-05-08 05:57:53;-41.97
2025-05-08 05:57:52;-11.72
2025-05-08 05:57:51;-94.97
2025-05-08 05:57:50;-94.97
2025-05-08 05:57:49;-33.47
2025-05-08 05:57:48;-57.47
2025-05-08 05:57:47;-88.22
2025-05-08 05:57:46;-21.72
2025-05-08 05:57:45;-21.72
2025-05-08 05:57:44;-42.97
2025-05-08 05:57:43;-83.72
2025-05-08 05:57:42;-17.22
2025-05-08 05:57:41;-83.72
2025-05-08 05:57:40;-61.97
2025-05-08 05:57:39;-36.22
2025-05-08 05:57:38;-28.97
2025-05-08 05:57:37;-2.72
2025-05-08 05:57:36;-16.72
2025-05-08 05:57:35;-30.72
2025-05-08 05:57:34;-33.47
2025-05-08 05:57:33;-71.97
2025-05-08 05:57:32;-90.47
2025-05-08 05:57:31;-95.47
2025-05-08 05:57:30;-9.47
2025-05-08 05:57:29;-52.47
2025-05-08 05:57:28;-19.47
2025-05-08 05:57:27;-6.22
2025-05-08 05:57:26;-21.97
2025-05-08 05:57:25;-12.97
2025-05-08 05:57:24;-62.22
2025-05-08 05:57:23;-40.22
2025-05-08 05:57:22;-45.22
2025-05-08 05:57:21;-61.97
2025-05-08 05:57:20;-4.47
2025-05-08 05:57:19;-99.97
2025-05-08 05:57:18;-55.22
2025-05-08 05:57:17;-30.72
2025-05-08 05:57:16;-40.22
2025-05-08 05:57:15;-66.47
2025-05-08 05:57:14;-89.97
2025-05-08 05:57:13;-64.22
2025-05-08 05:57:12;-16.72
2025-05-08 05:57:11;-61.97
2025-05-08 05:57:10;-56.97
2025-05-08 05:57:09;-88.22
2025-05-08 05:57:08;-92.72
2025-05-08 05:57:07;-99.97
2025-05-08 05:57:06;-80.47
2025-05-08 05:57:05;-67.22
2025-05-08 05:57:04;-71.72
2025-05-08 05:57:03;-41.47
2025-05-08 05:57:02;-10.22
2025-05-08 05:57:01;-10.22
2025-05-08 05:57:00;-17.47
2025-05-08 05:56:59;-58.22
2025-05-08 05:56:58;-60.97
2025-05-08 05:56:57;-49.72
2025-05-08 05:56:56;-62.72
2025-05-08 05:56:55;-55.47
2025-05-08 05:56:54;-50.47
2025-05-08 05:56:53;-36.47
2025-05-08 05:56:52;-21.47
2025-05-08 05:56:51;-75.47
2025-05-08 05:56:50;-49.22
2025-05-08 05:56:49;-30.22
2025-05-08 05:56:48;-27.97
2025-05-08 05:56:47;-75.47
2025-05-08 05:56:46;-6.72
2025-05-08 05:56:45;-95.47
2025-05-08 05:56:44;-99.47
2025-05-08 05:56:43;-23.47
2025-05-08 05:56:42;-97.22
2025-05-08 05:56:41;-94.47
2025-05-08 05:56:40;-56.47
2025-05-08 05:56:39;-42.47
2025-05-08 05:56:38;-20.72
2025-05-08 05:56:37;-11.22
2025-05-08 05:56:36;-51.97
2025-05-08 05:56:35;-84.97
2025-05-08 05:56:34;-77.72
2025-05-08 05:56:33;-46.97
2025-05-08 05:56:32;-5.72
2025-05-08 05:56:31;-68.22
2025-05-08 05:56:30;-74.97
2025-05-08 05:56:29;-92.22
2025-05-08 05:56:28;-96.72
2025-05-08 05:56:27;-34.72
2025-05-08 05:56:26;-56.47
2025-05-08 05:56:25;-6.22
2025-05-08 05:56:24;-97.97
2025-05-08 05:56:23;-97.97
2025-05-08 05:56:22;-88.97
2025-05-08 05:56:21;-92.97
2025-05-08 05:56:20;-88.47
2025-05-08 05:56:19;-65.47
2025-05-08 05:56:18;-41.97
2025-05-08 05:56:17;-48.72
2025-05-08 05:56:16;-34.72
2025-05-08 05:56:15;-22.97
2025-05-08 05:56:14;-70.47
2025-05-08 05:56:13;-71.72
2025-05-08 05:56:12;-76.72
2025-05-08 05:56:11;-57.72
2025-05-08 05:56:10;-15.22
2025-05-08 05:56:09;-38.22
2025-05-08 05:56:08;-78.97
2025-05-08 05:56:07;-64.97
2025-05-08 05:56:06;-36.97
2025-05-08 05:56:05;-91.72
2025-05-08 05:56:04;-8.47
2025-05-08 05:56:03;-58.22
2025-05-08 05:56:02;-27.47
2025-05-08 05:56:01;-72.72
2025-05-08 05:56:00;-10.72
2025-05-08 05:55:59;-5.72
2025-05-08 05:55:58;-98.97
2025-05-08 05:55:57;-82.22
2025-05-08 05:55:56;-32.47
2025-05-08 05:55:55;-96.22
2025-05-08 05:55:54;-83.97
2025-05-08 05:55:53;-44.97
2025-05-08 05:55:52;-16.97
2025-05-08 05:55:51;-68.97
2025-05-08 05:55:50;-71.22
2025-05-08 05:55:49;-25.47
2025-05-08 05:55:48;-81.22
2025-05-08 05:55:47;-5.72
2025-05-08 05:55:46;-53.22
2025-05-08 05:55:45;-93.97
2025-05-08 05:55:44;-79.47
2025-05-08 05:55:43;-41.47
2025-05-08 05:55:42;-43.22
2025-05-08 05:55:41;-29.72
2025-05-08 05:55:40;-98.47
2025-05-08 05:55:39;-62.72
2025-05-08 05:55:38;-26.97
2025-05-08 05:55:37;-2.47
2025-05-08 05:55:36;-69.97
2025-05-08 05:55:35;-41.97
2025-05-08 05:55:34;-86.72
2025-05-08 05:55:33;-86.22
2025-05-08 05:55:32;-2.97
2025-05-08 05:55:31;-48.72
2025-05-08 05:55:30;-55.47
2025-05-08 05:55:29;-36.47
2025-05-08 05:55:28;-40.97
2025-05-08 05:55:27;-98.47
2025-05-08 05:55:26;-48.22
2025-05-08 05:55:25;-35.97
2025-05-08 05:55:24;-12.47
2025-05-08 05:55:23;-90.72
2025-05-08 05:55:22;-2.97
2025-05-08 05:55:21;-29.47
2025-05-08 05:55:20;-90.97
2025-05-08 05:55:19;-29.97
2025-05-08 05:55:18;28.53
2025-05-08 05:55:17;-7.72
2025-05-08 05:55:16;-39.97
2025-05-08 05:55:15;-40.47
2025-05-08 05:55:14;-90.72
2025-05-08 05:55:13;-29.22
2025-05-08 05:55:12;-19.72
2025-05-08 05:55:11;-83.47
2025-05-08 05:55:10;-76.22
2025-05-08 05:55:09;-19.22
2025-05-08 05:55:08;-26.47
2025-05-08 05:55:07;-64.47
2025-05-08 05:55:06;-21.97
2025-05-08 05:55:05;-2.47
2025-05-08 05:55:04;-14.72
2025-05-08 05:55:03;-2.97
2025-05-08 05:55:02;-14.72
2025-05-08 05:55:01;-95.72
2025-05-08 05:55:00;-73.97
2025-05-08 05:54:59;-35.97
2025-05-08 05:54:58;-57.72
2025-05-08 05:54:57;-88.47
2025-05-08 05:54:56;-11.97
2025-05-08 05:54:55;-76.22
2025-05-08 05:54:54;-11.97
2025-05-08 05:54:53;-83.47
2025-05-08 05:54:52;-54.47
2025-05-08 05:54:51;-71.72
2025-05-08 05:54:50;-2.47
2025-05-08 05:54:49;-94.22
2025-05-08 05:54:48;-14.97
2025-05-08 05:54:47;-53.47
2025-05-08 05:54:46;-44.47
2025-05-08 05:54:45;-30.47
2025-05-08 05:54:44;-99.72
2025-05-08 05:54:43;-23.72
2025-05-08 05:54:42;-54.97
2025-05-08 05:54:41;-16.47
2025-05-08 05:54:40;-21.47
2025-05-08 05:54:39;-57.22
2025-05-08 05:54:38;-78.47
2025-05-08 05:54:37;-63.97
2025-05-08 05:54:36;-81.22
2025-05-08 05:54:35;-83.47
2025-05-08 05:54:34;-61.22
2025-05-08 05:54:33;-33.22
2025-05-08 05:54:32;-81.22
2025-05-08 05:54:31;-63.97
2025-05-08 05:54:30;-36.72
2025-05-08 05:54:29;-99.22
2025-05-08 05:54:28;-20.47
2025-05-08 05:54:27;-13.22
2025-05-08 05:54:26;-34.47
2025-05-08 05:54:25;-84.72
2025-05-08 05:54:24;-86.97
2025-05-08 05:54:23;-81.97
2025-05-08 05:54:22;-49.47
2025-05-08 05:54:21;-18.22
2025-05-08 05:54:20;-13.72
2025-05-08 05:54:19;-39.97
2025-05-08 05:54:18;-72.47
2025-05-08 05:54:17;-84.22
2025-05-08 05:54:16;23.53
2025-05-08 05:54:15;-55.22
2025-05-08 05:54:14;28.53
2025-05-08 05:54:13;-75.72
2025-05-08 05:54:12;-58.97
2025-05-08 05:54:11;-16.47
2025-05-08 05:54:10;-47.22
2025-05-08 05:54:09;-86.97
2025-05-08 05:54:08;-94.72
2025-05-08 05:54:07;-70.72
2025-05-08 05:54:06;-23.22
2025-05-08 05:54:05;-61.22
2025-05-08 05:54:04;-27.72
2025-05-08 05:54:03;-61.22
2025-05-08 05:54:02;-18.72
2025-05-08 05:54:01;-4.22
2025-05-08 05:54:00;-72.97
2025-05-08 05:53:59;-70.72
2025-05-08 05:53:58;-29.97
2025-05-08 05:53:57;-30.47
2025-05-08 05:53:56;-15.97
2025-05-08 05:53:55;-58.47
2025-05-08 05:53:54;-42.22
2025-05-08 05:53:53;-23.22
2025-05-08 05:53:52;-72.97
2025-05-08 05:53:51;-58.97
2025-05-08 05:53:50;-42.22
2025-05-08 05:53:49;-63.47
2025-05-08 05:53:48;-1.47
2025-05-08 05:53:47;-89.72
2025-05-08 05:53:46;16.78
2025-05-08 05:53:45;97.28
2025-05-08 05:53:44;86.03
2025-05-08 05:53:43;49.78
2025-05-08 05:53:42;-65.72
2025-05-08 05:53:41;-84.72
2025-05-08 05:53:40;-10.47
2025-05-08 05:53:39;-46.72
2025-05-08 05:53:38;-24.47
2025-05-08 05:53:37;-17.22
2025-05-08 05:53:36;-74.22
2025-05-08 05:53:35;-9.97
2025-05-08 05:53:34;-24.47
2025-05-08 05:53:33;42.53
2025-05-08 05:53:32;-60.22
2025-05-08 05:53:31;64.28
2025-05-08 05:53:30;-39.47
2025-05-08 05:53:29;-51.22
2025-05-08 05:53:28;-89.22
2025-05-08 05:53:27;-65.22
2025-05-08 05:53:26;-70.22
2025-05-08 05:53:25;-50.72
2025-05-08 05:53:24;-77.47
2025-05-08 05:53:23;-8.22
2025-05-08 05:53:22;-39.47
2025-05-08 05:53:21;-58.47
2025-05-08 05:53:20;-96.47
2025-05-08 05:53:19;-51.22
2025-05-08 05:53:18;-65.22
2025-05-08 05:53:17;-13.22
2025-05-08 05:53:16;-17.72
2025-05-08 05:53:15;10.03
2025-05-08 05:53:14;14.03
2025-05-08 05:53:13;38.53
2025-05-08 05:53:12;71.53
2025-05-08 05:53:11;73.78
2025-05-08 05:53:10;-15.47
2025-05-08 05:53:09;-33.97
2025-05-08 05:53:08;-60.72
2025-05-08 05:53:07;-69.72
2025-05-08 05:53:06;-50.72
2025-05-08 05:53:05;-74.22
2025-05-08 05:53:04;-57.97
2025-05-08 05:53:03;-36.72
2025-05-08 05:53:02;-89.22
2025-05-08 05:53:01;-67.47
2025-05-08 05:53:00;-98.72
2025-05-08 05:52:59;-5.47
2025-05-08 05:52:58;-62.47
2025-05-08 05:52:57;-27.22
2025-05-08 05:52:56;-48.47
2025-05-08 05:52:55;-31.72
2025-05-08 05:52:54;-69.72
2025-05-08 05:52:53;-62.47
2025-05-08 05:52:52;-10.47
2025-05-08 05:52:51;-93.72
2025-05-08 05:52:50;-91.47
2025-05-08 05:52:49;-57.97
2025-05-08 05:52:48;59.28
2025-05-08 05:52:47;-33.97
2025-05-08 05:52:46;5.53
2025-05-08 05:52:45;48.03
2025-05-08 05:52:44;40.78
2025-05-08 05:52:43;42.28
2025-05-08 05:52:42;30.03
2025-05-08 05:52:41;79.78
2025-05-08 05:52:40;91.53
2025-05-08 05:52:39;34.03
2025-05-08 05:52:38;81.03
2025-05-08 05:52:37;97.28
2025-05-08 05:52:36;-90.97
2025-05-08 05:52:35;-69.72
2025-05-08 05:52:34;23.53
2025-05-08 05:52:33;95.03
2025-05-08 05:52:32;-69.72
2025-05-08 05:52:31;-93.22
2025-05-08 05:52:30;-83.72
2025-05-08 05:52:29;85.53
2025-05-08 05:52:28;-93.22
2025-05-08 05:52:27;-71.97
2025-05-08 05:52:26;68.78
2025-05-08 05:52:25;-45.72
2025-05-08 05:52:24;42.53
2025-05-08 05:52:23;54.78
2025-05-08 05:52:22;-9.97
2025-05-08 05:52:21;26.28
2025-05-08 05:52:20;59.28
2025-05-08 05:52:19;78.28
2025-05-08 05:52:18;28.53
2025-05-08 05:52:17;78.28
2025-05-08 05:52:16;85.53
2025-05-08 05:52:15;97.78
2025-05-08 05:52:14;49.78
2025-05-08 05:52:13;76.03
2025-05-08 05:52:12;94.28
2025-05-08 05:52:11;39.53
2025-05-08 05:52:10;82.03
2025-05-08 05:52:09;50.78
2025-05-08 05:52:08;38.53
2025-05-08 05:52:07;90.53
2025-05-08 05:52:06;91.03
2025-05-08 05:52:05;83.28
2025-05-08 05:52:04;62.53
2025-05-08 05:52:03;-7.72
2025-05-08 05:52:02;83.28
2025-05-08 05:52:01;21.78
2025-05-08 05:52:00;50.28
2025-05-08 05:51:59;97.78
2025-05-08 05:51:58;53.03
2025-05-08 05:51:57;43.03
2025-05-08 05:51:56;40.78
2025-05-08 05:51:55;35.78
2025-05-08 05:51:54;69.78
2025-05-08 05:51:53;17.28
2025-05-08 05:51:52;57.53
2025-05-08 05:51:51;48.53
2025-05-08 05:51:50;67.53
2025-05-08 05:51:49;92.03
2025-05-08 05:51:48;77.03
2025-05-08 05:51:47;69.28
2025-05-08 05:51:46;21.78
2025-05-08 05:51:45;79.28
2025-05-08 05:51:44;7.28
2025-05-08 05:51:43;24.03
2025-05-08 05:51:42;50.28
2025-05-08 05:51:41;52.28
2025-05-08 05:51:40;87.53
2025-05-08 05:51:39;99.78
2025-05-08 05:51:38;56.78
2025-05-08 05:51:37;9.28
2025-05-08 05:51:36;0.53
2025-05-08 05:51:35;10.03
2025-05-08 05:51:34;38.53
2025-05-08 05:51:33;19.53
2025-05-08 05:51:32;21.78
2025-05-08 05:51:31;9.53
2025-05-08 05:51:30;98.28
2025-05-08 05:51:29;10.03
2025-05-08 05:51:28;64.78
2025-05-08 05:51:27;48.03
2025-05-08 05:51:26;72.03
2025-05-08 05:51:25;21.78
2025-05-08 05:51:24;12.78
2025-05-08 05:51:23;82.03
2025-05-08 05:51:22;72.03
2025-05-08 05:51:21;50.78
2025-05-08 05:51:20;34.03
2025-05-08 05:51:19;65.28
2025-05-08 05:51:18;17.78
2025-05-08 05:51:17;84.28
2025-05-08 05:51:16;55.78
2025-05-08 05:51:15;26.78
2025-05-08 05:51:14;31.78
2025-05-08 05:51:13;72.03
2025-05-08 05:51:12;60.78
2025-05-08 05:51:11;58.53
2025-05-08 05:51:10;26.78
2025-05-08 05:51:09;90.78
2025-05-08 05:51:08;99.78
2025-05-08 05:51:07;54.53
2025-05-08 05:51:06;73.53
2025-05-08 05:51:05;1.03
2025-05-08 05:51:04;63.03
2025-05-08 05:51:03;69.78
2025-05-08 05:51:02;16.03
2025-05-08 05:51:01;44.53
2025-05-08 05:51:00;54.53
2025-05-08 05:50:59;6.53
2025-05-08 05:50:58;42.28
2025-05-08 05:50:57;37.78
2025-05-08 05:50:56;82.53
2025-05-08 05:50:55;86.53
2025-05-08 05:50:54;63.03
2025-05-08 05:50:53;8.28
2025-05-08 05:50:52;36.78
2025-05-08 05:50:51;5.53
2025-05-08 05:50:50;70.28
2025-05-08 05:50:49;54.03
2025-05-08 05:50:48;22.28
2025-05-08 05:50:47;9.28
2025-05-08 05:50:46;49.03
2025-05-08 05:50:45;20.03
2025-05-08 05:50:44;46.28
2025-05-08 05:50:43;3.78
2025-05-08 05:50:42;63.03
2025-05-08 05:50:41;65.28
2025-05-08 05:50:40;79.78
2025-05-08 05:50:39;58.53
2025-05-08 05:50:38;59.53
2025-05-08 05:50:37;54.03
2025-05-08 05:50:36;88.53
2025-05-08 05:50:35;56.78
2025-05-08 05:50:34;31.03
2025-05-08 05:50:33;44.53
2025-05-08 05:50:32;88.78
2025-05-08 05:50:31;3.78
2025-05-08 05:50:30;32.28
2025-05-08 05:50:29;51.28
2025-05-08 05:50:28;30.03
2025-05-08 05:50:27;92.53
2025-05-08 05:50:26;11.03
2025-05-08 05:50:25;18.28
2025-05-08 05:50:24;82.53
2025-05-08 05:50:23;65.78
2025-05-08 05:50:22;61.28
2025-05-08 05:50:21;97.03
2025-05-08 05:50:20;99.28
2025-05-08 05:50:19;20.53
2025-05-08 05:50:18;87.53
2025-05-08 05:50:17;8.78
2025-05-08 05:50:16;61.28
